coicop,date,value
CP00,2004-12-01,96.9
CP00,2005-01-01,96.5
CP00,2005-02-01,96.8
CP00,2005-03-01,97
CP00,2005-04-01,97.8
CP00,2005-05-01,97.7
CP00,2005-06-01,97.5
CP00,2005-07-01,97
CP00,2005-08-01,97.1
CP00,2005-09-01,97.5
CP00,2005-10-01,98.3
CP00,2005-11-01,98
CP00,2005-12-01,97.9
CP00,2006-01-01,97.9
CP00,2006-02-01,98.1
CP00,2006-03-01,98
CP00,2006-04-01,98.8
CP00,2006-05-01,98.9
CP00,2006-06-01,98.9
CP00,2006-07-01,98.3
CP00,2006-08-01,98.4
CP00,2006-09-01,98.2
CP00,2006-10-01,98.5
CP00,2006-11-01,98.4
CP00,2006-12-01,98.4
CP00,2007-01-01,97.9
CP00,2007-02-01,98.1
CP00,2007-03-01,98.3
CP00,2007-04-01,99.3
CP00,2007-05-01,99.5
CP00,2007-06-01,99.6
CP00,2007-07-01,99
CP00,2007-08-01,98.9
CP00,2007-09-01,99
CP00,2007-10-01,99.8
CP00,2007-11-01,100.2
CP00,2007-12-01,100.4
CP00,2008-01-01,100.4
CP00,2008-02-01,100.4
CP00,2008-03-01,100.7
CP00,2008-04-01,101.5
CP00,2008-05-01,102.1
CP00,2008-06-01,102.4
CP00,2008-07-01,102.2
CP00,2008-08-01,102
CP00,2008-09-01,101.8
CP00,2008-10-01,102.4
CP00,2008-11-01,101.4
CP00,2008-12-01,100.8
CP00,2009-01-01,100.3
CP00,2009-02-01,100.2
CP00,2009-03-01,100
CP00,2009-04-01,100.9
CP00,2009-05-01,100.9
CP00,2009-06-01,101.1
CP00,2009-07-01,100.8
CP00,2009-08-01,100.9
CP00,2009-09-01,100.7
CP00,2009-10-01,101.3
CP00,2009-11-01,101.2
CP00,2009-12-01,100.9
CP00,2010-01-01,101.1
CP00,2010-02-01,101.1
CP00,2010-03-01,101.4
CP00,2010-04-01,102.2
CP00,2010-05-01,101.9
CP00,2010-06-01,101.6
CP00,2010-07-01,101.1
CP00,2010-08-01,101.1
CP00,2010-09-01,100.9
CP00,2010-10-01,101.5
CP00,2010-11-01,101.4
CP00,2010-12-01,101.4
CP00,2011-01-01,101.1
CP00,2011-02-01,101.6
CP00,2011-03-01,102.3
CP00,2011-04-01,102.4
CP00,2011-05-01,102.2
CP00,2011-06-01,102.2
CP00,2011-07-01,101.3
CP00,2011-08-01,100.7
CP00,2011-09-01,101.2
CP00,2011-10-01,101.2
CP00,2011-11-01,100.7
CP00,2011-12-01,101
CP00,2012-01-01,100.2
CP00,2012-02-01,100.4
CP00,2012-03-01,101.2
CP00,2012-04-01,101.3
CP00,2012-05-01,101.1
CP00,2012-06-01,100.8
CP00,2012-07-01,100.6
CP00,2012-08-01,100.3
CP00,2012-09-01,101
CP00,2012-10-01,101
CP00,2012-11-01,100.5
CP00,2012-12-01,100.7
CP00,2013-01-01,100.2
CP00,2013-02-01,100.5
CP00,2013-03-01,100.9
CP00,2013-04-01,100.9
CP00,2013-05-01,100.9
CP00,2013-06-01,101
CP00,2013-07-01,101.1
CP00,2013-08-01,100.7
CP00,2013-09-01,101.2
CP00,2013-10-01,101
CP00,2013-11-01,100.7
CP00,2013-12-01,100.9
CP00,2014-01-01,100.3
CP00,2014-02-01,100.3
CP00,2014-03-01,100.8
CP00,2014-04-01,101
CP00,2014-05-01,101.1
CP00,2014-06-01,100.9
CP00,2014-07-01,101
CP00,2014-08-01,100.7
CP00,2014-09-01,101.2
CP00,2014-10-01,101.1
CP00,2014-11-01,100.8
CP00,2014-12-01,100.9
CP00,2015-01-01,100.28
CP00,2015-02-01,99.92
CP00,2015-03-01,100.39
CP00,2015-04-01,100.12
CP00,2015-05-01,100.2
CP00,2015-06-01,100.32
CP00,2015-07-01,100.13
CP00,2015-08-01,99.59
CP00,2015-09-01,99.93
CP00,2015-10-01,99.98
CP00,2015-11-01,99.63
CP00,2015-12-01,99.51
CP00,2016-01-01,98.82
CP00,2016-02-01,98.98
CP00,2016-03-01,99.36
CP00,2016-04-01,99.59
CP00,2016-05-01,99.71
CP00,2016-06-01,99.74
CP00,2016-07-01,99.66
CP00,2016-08-01,99.63
CP00,2016-09-01,99.63
CP00,2016-10-01,99.73
CP00,2016-11-01,99.43
CP00,2016-12-01,99.35
CP00,2017-01-01,99.15
CP00,2017-02-01,99.71
CP00,2017-03-01,99.85
CP00,2017-04-01,100.31
CP00,2017-05-01,100.13
CP00,2017-06-01,100.16
CP00,2017-07-01,100.24
CP00,2017-08-01,100.17
CP00,2017-09-01,100.39
CP00,2017-10-01,100.5
CP00,2017-11-01,100.22
CP00,2017-12-01,100.45
CP00,2018-01-01,99.95
CP00,2018-02-01,100.24
CP00,2018-03-01,100.56
CP00,2018-04-01,100.76
CP00,2018-05-01,101.15
CP00,2018-06-01,101.11
CP00,2018-07-01,101.47
CP00,2018-08-01,101.46
CP00,2018-09-01,101.47
CP00,2018-10-01,101.65
CP00,2018-11-01,101.24
CP00,2018-12-01,101.24
CP00,2019-01-01,100.63
CP00,2019-02-01,100.92
CP00,2019-03-01,101.23
CP00,2019-04-01,101.85
CP00,2019-05-01,101.63
CP00,2019-06-01,101.82
CP00,2019-07-01,101.87
CP00,2019-08-01,101.94
CP00,2019-09-01,101.56
CP00,2019-10-01,101.37
CP00,2019-11-01,100.92
CP00,2019-12-01,101.17
CP00,2020-01-01,100.8
CP00,2020-02-01,100.7
CP00,2020-03-01,100.78
CP00,2020-04-01,100.87
CP00,2020-05-01,100.65
CP00,2020-06-01,100.53
CP00,2020-07-01,100.63
CP00,2020-08-01,100.54
CP00,2020-09-01,100.44
CP00,2020-10-01,100.45
CP00,2020-11-01,100.09
CP00,2020-12-01,100.19
CP00,2021-01-01,100.24
CP00,2021-02-01,100.32
CP00,2021-03-01,100.53
CP00,2021-04-01,100.79
CP00,2021-05-01,100.99
CP00,2021-06-01,101
CP00,2021-07-01,101.12
CP00,2021-08-01,101.33
CP00,2021-09-01,101.29
CP00,2021-10-01,101.71
CP00,2021-11-01,101.57
CP00,2021-12-01,101.53
CP00,2022-01-01,101.69
CP00,2022-02-01,102.25
CP00,2022-03-01,102.73
CP00,2022-04-01,103.15
CP00,2022-05-01,103.72
CP00,2022-06-01,104.27
CP00,2022-07-01,104.42
CP00,2022-08-01,104.72
CP00,2022-09-01,104.53
CP00,2022-10-01,104.62
CP00,2022-11-01,104.49
CP00,2022-12-01,104.3
CP00,2023-01-01,104.99
CP00,2023-02-01,105.54
CP00,2023-03-01,105.53
CP00,2023-04-01,105.8
CP00,2023-05-01,106.03
CP00,2023-06-01,106.1
CP00,2023-07-01,106.58
CP00,2023-08-01,106.75
CP00,2023-09-01,106.57
CP00,2023-10-01,106.72
CP00,2023-11-01,106.17
CP00,2023-12-01,106.44
CP00,2024-01-01,106.57
CP00,2024-02-01,106.8
CP00,2024-03-01,106.74
CP00,2024-04-01,107.3
CP00,2024-05-01,107.58
CP00,2024-06-01,107.44
CP00,2024-07-01,107.89
CP00,2024-08-01,107.86
CP00,2024-09-01,107.5
CP00,2024-10-01,107.48
CP00,2024-11-01,106.92
CP00,2024-12-01,106.86
CP00,2025-01-01,106.8
CP00,2025-02-01,106.95
CP00,2025-03-01,106.86
CP00,2025-04-01,107.61
CP00,2025-05-01,107.4
CP00,2025-06-01,107.66
CP00,2025-07-01,108.02
CP00,2025-08-01,107.91
CP00,2025-09-01,107.55
CP00,2025-10-01,107.55
CP00,2025-11-01,106.91
CP00,2025-12-01,107.07
CP01,2004-12-01,100.8
CP01,2005-01-01,101
CP01,2005-02-01,101.6
CP01,2005-03-01,101.5
CP01,2005-04-01,101.4
CP01,2005-05-01,101.1
CP01,2005-06-01,101.3
CP01,2005-07-01,100.3
CP01,2005-08-01,100
CP01,2005-09-01,99.9
CP01,2005-10-01,99.4
CP01,2005-11-01,99.3
CP01,2005-12-01,99.2
CP01,2006-01-01,100
CP01,2006-02-01,100.6
CP01,2006-03-01,100.2
CP01,2006-04-01,100.2
CP01,2006-05-01,100.3
CP01,2006-06-01,100.7
CP01,2006-07-01,100.5
CP01,2006-08-01,100.8
CP01,2006-09-01,101.8
CP01,2006-10-01,100.3
CP01,2006-11-01,99.9
CP01,2006-12-01,99.9
CP01,2007-01-01,100.8
CP01,2007-02-01,100.7
CP01,2007-03-01,100.2
CP01,2007-04-01,100.9
CP01,2007-05-01,100.5
CP01,2007-06-01,101
CP01,2007-07-01,100.7
CP01,2007-08-01,100.8
CP01,2007-09-01,101
CP01,2007-10-01,101.3
CP01,2007-11-01,101.4
CP01,2007-12-01,101.8
CP01,2008-01-01,102.7
CP01,2008-02-01,102.8
CP01,2008-03-01,103
CP01,2008-04-01,103.1
CP01,2008-05-01,103.7
CP01,2008-06-01,104.3
CP01,2008-07-01,104.4
CP01,2008-08-01,104.2
CP01,2008-09-01,105.1
CP01,2008-10-01,105.4
CP01,2008-11-01,104.9
CP01,2008-12-01,105
CP01,2009-01-01,104.8
CP01,2009-02-01,105.1
CP01,2009-03-01,104.8
CP01,2009-04-01,104.4
CP01,2009-05-01,104.3
CP01,2009-06-01,104.6
CP01,2009-07-01,104.2
CP01,2009-08-01,103.3
CP01,2009-09-01,103.6
CP01,2009-10-01,102.3
CP01,2009-11-01,102.4
CP01,2009-12-01,102.4
CP01,2010-01-01,102.9
CP01,2010-02-01,103.4
CP01,2010-03-01,103.6
CP01,2010-04-01,103.7
CP01,2010-05-01,103
CP01,2010-06-01,103
CP01,2010-07-01,102.5
CP01,2010-08-01,102.8
CP01,2010-09-01,102.5
CP01,2010-10-01,101.4
CP01,2010-11-01,101.7
CP01,2010-12-01,101.1
CP01,2011-01-01,99.8
CP01,2011-02-01,99.9
CP01,2011-03-01,100.2
CP01,2011-04-01,99.4
CP01,2011-05-01,100.1
CP01,2011-06-01,100.5
CP01,2011-07-01,99.7
CP01,2011-08-01,99.2
CP01,2011-09-01,98.2
CP01,2011-10-01,97.9
CP01,2011-11-01,96.6
CP01,2011-12-01,96.9
CP01,2012-01-01,97.5
CP01,2012-02-01,97.7
CP01,2012-03-01,98.2
CP01,2012-04-01,97.7
CP01,2012-05-01,98.8
CP01,2012-06-01,98.9
CP01,2012-07-01,98.9
CP01,2012-08-01,98.3
CP01,2012-09-01,98.1
CP01,2012-10-01,98.5
CP01,2012-11-01,97.6
CP01,2012-12-01,97.9
CP01,2013-01-01,98.6
CP01,2013-02-01,98.4
CP01,2013-03-01,98.9
CP01,2013-04-01,99
CP01,2013-05-01,99.8
CP01,2013-06-01,100.2
CP01,2013-07-01,101.2
CP01,2013-08-01,100.1
CP01,2013-09-01,100.4
CP01,2013-10-01,99.6
CP01,2013-11-01,99.5
CP01,2013-12-01,99.4
CP01,2014-01-01,99.7
CP01,2014-02-01,99.5
CP01,2014-03-01,100.1
CP01,2014-04-01,99.6
CP01,2014-05-01,100.7
CP01,2014-06-01,101.2
CP01,2014-07-01,101.4
CP01,2014-08-01,101.5
CP01,2014-09-01,101.7
CP01,2014-10-01,100.4
CP01,2014-11-01,100.4
CP01,2014-12-01,99.8
CP01,2015-01-01,100.39
CP01,2015-02-01,99.72
CP01,2015-03-01,99.4
CP01,2015-04-01,99.47
CP01,2015-05-01,100.11
CP01,2015-06-01,100.74
CP01,2015-07-01,100.17
CP01,2015-08-01,100.73
CP01,2015-09-01,100.64
CP01,2015-10-01,100.08
CP01,2015-11-01,99.88
CP01,2015-12-01,98.66
CP01,2016-01-01,98.81
CP01,2016-02-01,99.29
CP01,2016-03-01,99.38
CP01,2016-04-01,99.49
CP01,2016-05-01,100.13
CP01,2016-06-01,101.33
CP01,2016-07-01,101.42
CP01,2016-08-01,101.96
CP01,2016-09-01,101.15
CP01,2016-10-01,100.83
CP01,2016-11-01,100.66
CP01,2016-12-01,99.57
CP01,2017-01-01,99.77
CP01,2017-02-01,101.16
CP01,2017-03-01,99.94
CP01,2017-04-01,99.52
CP01,2017-05-01,101
CP01,2017-06-01,100.93
CP01,2017-07-01,101.81
CP01,2017-08-01,101.62
CP01,2017-09-01,101.66
CP01,2017-10-01,101.39
CP01,2017-11-01,101.21
CP01,2017-12-01,100.4
CP01,2018-01-01,101.05
CP01,2018-02-01,100.82
CP01,2018-03-01,101.11
CP01,2018-04-01,101.1
CP01,2018-05-01,102.77
CP01,2018-06-01,103.16
CP01,2018-07-01,103.46
CP01,2018-08-01,102.87
CP01,2018-09-01,103.38
CP01,2018-10-01,103.18
CP01,2018-11-01,102.45
CP01,2018-12-01,101.97
CP01,2019-01-01,102.18
CP01,2019-02-01,102.52
CP01,2019-03-01,102.3
CP01,2019-04-01,102.35
CP01,2019-05-01,103
CP01,2019-06-01,103.36
CP01,2019-07-01,103.1
CP01,2019-08-01,103.28
CP01,2019-09-01,103.06
CP01,2019-10-01,102.05
CP01,2019-11-01,101.34
CP01,2019-12-01,101.32
CP01,2020-01-01,101.01
CP01,2020-02-01,101.15
CP01,2020-03-01,101.87
CP01,2020-04-01,102.66
CP01,2020-05-01,103.43
CP01,2020-06-01,104.41
CP01,2020-07-01,103.85
CP01,2020-08-01,103.44
CP01,2020-09-01,103.51
CP01,2020-10-01,102.66
CP01,2020-11-01,101.62
CP01,2020-12-01,100.64
CP01,2021-01-01,100.45
CP01,2021-02-01,100.35
CP01,2021-03-01,100.01
CP01,2021-04-01,100.3
CP01,2021-05-01,100.86
CP01,2021-06-01,101.08
CP01,2021-07-01,101.37
CP01,2021-08-01,101.88
CP01,2021-09-01,101.38
CP01,2021-10-01,100.55
CP01,2021-11-01,99.78
CP01,2021-12-01,99.19
CP01,2022-01-01,98.94
CP01,2022-02-01,99.25
CP01,2022-03-01,100.07
CP01,2022-04-01,100.07
CP01,2022-05-01,101.94
CP01,2022-06-01,103
CP01,2022-07-01,103.29
CP01,2022-08-01,104.37
CP01,2022-09-01,104.33
CP01,2022-10-01,104.72
CP01,2022-11-01,104.16
CP01,2022-12-01,103.24
CP01,2023-01-01,104.68
CP01,2023-02-01,105.79
CP01,2023-03-01,106.53
CP01,2023-04-01,105.67
CP01,2023-05-01,107.45
CP01,2023-06-01,108.48
