level,model,indicator,estimate,date,value
staat,gfs,staatsquote,Rechnung,2001-01-01,0.312559711646774
staat,gfs,staatsquote,Rechnung,2002-01-01,0.336486002794282
staat,gfs,staatsquote,Rechnung,2003-01-01,0.328850485448683
staat,gfs,staatsquote,Rechnung,2004-01-01,0.326440180374042
staat,gfs,staatsquote,Rechnung,2005-01-01,0.318904241634314
staat,gfs,staatsquote,Rechnung,2006-01-01,0.300966700398928
staat,gfs,staatsquote,Rechnung,2007-01-01,0.289624769418331
staat,gfs,staatsquote,Rechnung,2008-01-01,0.296071286639612
staat,gfs,staatsquote,Rechnung,2009-01-01,0.312637119323429
staat,gfs,staatsquote,Rechnung,2010-01-01,0.308812391481104
staat,gfs,staatsquote,Rechnung,2011-01-01,0.30974309687408
staat,gfs,staatsquote,Rechnung,2012-01-01,0.311404514731317
staat,gfs,staatsquote,Rechnung,2013-01-01,0.319260289568685
staat,gfs,staatsquote,Rechnung,2014-01-01,0.315104512159668
staat,gfs,staatsquote,Rechnung,2015-01-01,0.318759869646874
staat,gfs,staatsquote,Rechnung,2016-01-01,0.319126361958365
staat,gfs,staatsquote,Rechnung,2017-01-01,0.318941496801644
staat,gfs,staatsquote,Rechnung,2018-01-01,0.310381295454899
staat,gfs,staatsquote,Rechnung,2019-01-01,0.313077287912544
staat,gfs,staatsquote,Rechnung,2020-01-01,0.362008834669014
staat,gfs,staatsquote,Rechnung,2021-01-01,0.335244359661084
staat,gfs,staatsquote,Rechnung,2022-01-01,0.304102113119083
staat,gfs,staatsquote,Rechnung,2023-01-01,0.310643395323766
staat,gfs,staatsquote,Rechnung,2024-01-01,0.316086619323771
sv,fs,aktiven,Rechnung,1990-01-01,23524.690591
sv,fs,aktiven,Rechnung,1991-01-01,26246.061095
sv,fs,aktiven,Rechnung,1992-01-01,26583.40487
sv,fs,aktiven,Rechnung,1993-01-01,28655.113401
sv,fs,aktiven,Rechnung,1994-01-01,29214.712152
sv,fs,aktiven,Rechnung,1995-01-01,28791.806739
sv,fs,aktiven,Rechnung,1996-01-01,28858.40099
sv,fs,aktiven,Rechnung,1997-01-01,29257.878783
sv,fs,aktiven,Rechnung,1998-01-01,28011.760792
sv,fs,aktiven,Rechnung,1999-01-01,27124.683206
sv,fs,aktiven,Rechnung,2000-01-01,28112.830369
sv,fs,aktiven,Rechnung,2001-01-01,27058.398044
sv,fs,aktiven,Rechnung,2002-01-01,25453.644259
sv,fs,aktiven,Rechnung,2003-01-01,25483.306031
sv,fs,aktiven,Rechnung,2004-01-01,25973.263138
sv,fs,aktiven,Rechnung,2005-01-01,26677.662551
sv,fs,aktiven,Rechnung,2006-01-01,27264.311862
sv,fs,aktiven,Rechnung,2007-01-01,35241.535383
sv,fs,aktiven,Rechnung,2008-01-01,29199.84384717
sv,fs,aktiven,Rechnung,2009-01-01,31341.38133279
sv,fs,aktiven,Rechnung,2010-01-01,31335.12209636
sv,fs,aktiven,Rechnung,2011-01-01,32594.41736718
sv,fs,aktiven,Rechnung,2012-01-01,36803.16878204
sv,fs,aktiven,Rechnung,2013-01-01,37491.29880846
sv,fs,aktiven,Rechnung,2014-01-01,41056.98341004
sv,fs,aktiven,Rechnung,2015-01-01,40629.88736077
sv,fs,aktiven,Rechnung,2016-01-01,41812.46357212
sv,fs,aktiven,Rechnung,2017-01-01,43966.53134519
sv,fs,aktiven,Rechnung,2018-01-01,41235.09031357
sv,fs,aktiven,Rechnung,2019-01-01,43778.20907108
sv,fs,aktiven,Rechnung,2020-01-01,47569.76203402
sv,fs,aktiven,Rechnung,2021-01-01,48542.36221133
sv,fs,aktiven,Rechnung,2022-01-01,47595.24266854
sv,fs,aktiven,Rechnung,2023-01-01,53774.69182794
sv,fs,aktiven,Rechnung,2024-01-01,61895.92222308
sv,fs,aktiven,Rechnung,2025-01-01,67324.05427545
sv,fs,ausgaben,Rechnung,1990-01-01,24073.12949883
sv,fs,ausgaben,Rechnung,1991-01-01,26729.28799694
sv,fs,ausgaben,Rechnung,1992-01-01,31080.31048417
sv,fs,ausgaben,Rechnung,1993-01-01,36383.31320576
sv,fs,ausgaben,Rechnung,1994-01-01,37040.69468069
sv,fs,ausgaben,Rechnung,1995-01-01,37740.82342432
sv,fs,ausgaben,Rechnung,1996-01-01,39544.25995291
sv,fs,ausgaben,Rechnung,1997-01-01,42871.33685991
sv,fs,ausgaben,Rechnung,1998-01-01,42374.49042012
sv,fs,ausgaben,Rechnung,1999-01-01,42261.18067378
sv,fs,ausgaben,Rechnung,2000-01-01,41567.57937055
sv,fs,ausgaben,Rechnung,2001-01-01,43433.95722299
sv,fs,ausgaben,Rechnung,2002-01-01,46003.50404105
sv,fs,ausgaben,Rechnung,2003-01-01,48623.62698112
sv,fs,ausgaben,Rechnung,2004-01-01,49740.63432987
sv,fs,ausgaben,Rechnung,2005-01-01,51385.50301181
sv,fs,ausgaben,Rechnung,2006-01-01,50815.00435236
sv,fs,ausgaben,Rechnung,2007-01-01,53890.2931865
sv,fs,ausgaben,Rechnung,2008-01-01,52332.3139857
sv,fs,ausgaben,Rechnung,2009-01-01,54508.21978976
sv,fs,ausgaben,Rechnung,2010-01-01,55820.55460221
sv,fs,ausgaben,Rechnung,2011-01-01,56388.24891238
sv,fs,ausgaben,Rechnung,2012-01-01,56836.88619597
sv,fs,ausgaben,Rechnung,2013-01-01,58668.04569007
sv,fs,ausgaben,Rechnung,2014-01-01,59850.77048828
sv,fs,ausgaben,Rechnung,2015-01-01,60605.39287249
sv,fs,ausgaben,Rechnung,2016-01-01,61960.36326081
sv,fs,ausgaben,Rechnung,2017-01-01,62633.68149979
sv,fs,ausgaben,Rechnung,2018-01-01,63018.61740958
sv,fs,ausgaben,Rechnung,2019-01-01,64030.86277292
sv,fs,ausgaben,Rechnung,2020-01-01,77059.80850423
sv,fs,ausgaben,Rechnung,2021-01-01,73538.89765657
sv,fs,ausgaben,Rechnung,2022-01-01,67290.9876705
sv,fs,ausgaben,Rechnung,2023-01-01,69173.30159206
sv,fs,ausgaben,Rechnung,2024-01-01,72217.47436944
sv,fs,ausgaben,Rechnung,2025-01-01,76395.38835829
sv,fs,ausgaben_ord,Rechnung,1990-01-01,24073.12949883
sv,fs,ausgaben_ord,Rechnung,1991-01-01,26729.28799694
sv,fs,ausgaben_ord,Rechnung,1992-01-01,31080.31048417
sv,fs,ausgaben_ord,Rechnung,1993-01-01,36383.31320576
sv,fs,ausgaben_ord,Rechnung,1994-01-01,37040.69468069
sv,fs,ausgaben_ord,Rechnung,1995-01-01,37740.82342432
sv,fs,ausgaben_ord,Rechnung,1996-01-01,39544.25995291
sv,fs,ausgaben_ord,Rechnung,1997-01-01,42871.33685991
sv,fs,ausgaben_ord,Rechnung,1998-01-01,42374.49042012
sv,fs,ausgaben_ord,Rechnung,1999-01-01,42261.18067378
sv,fs,ausgaben_ord,Rechnung,2000-01-01,41567.57937055
sv,fs,ausgaben_ord,Rechnung,2001-01-01,43433.95722299
sv,fs,ausgaben_ord,Rechnung,2002-01-01,46003.50404105
sv,fs,ausgaben_ord,Rechnung,2003-01-01,48623.62698112
sv,fs,ausgaben_ord,Rechnung,2004-01-01,49740.63432987
sv,fs,ausgaben_ord,Rechnung,2005-01-01,51385.50301181
sv,fs,ausgaben_ord,Rechnung,2006-01-01,50815.00435236
sv,fs,ausgaben_ord,Rechnung,2007-01-01,51928.2931865
sv,fs,ausgaben_ord,Rechnung,2008-01-01,52331.8139857
sv,fs,ausgaben_ord,Rechnung,2009-01-01,54508.27343786
sv,fs,ausgaben_ord,Rechnung,2010-01-01,55820.55460221
sv,fs,ausgaben_ord,Rechnung,2011-01-01,56388.24891238
sv,fs,ausgaben_ord,Rechnung,2012-01-01,56836.88619597
sv,fs,ausgaben_ord,Rechnung,2013-01-01,58668.04569007
sv,fs,ausgaben_ord,Rechnung,2014-01-01,59850.77048828
sv,fs,ausgaben_ord,Rechnung,2015-01-01,60605.39287249
sv,fs,ausgaben_ord,Rechnung,2016-01-01,61960.36326081
sv,fs,ausgaben_ord,Rechnung,2017-01-01,62633.68149979
sv,fs,ausgaben_ord,Rechnung,2018-01-01,63018.61740958
sv,fs,ausgaben_ord,Rechnung,2019-01-01,64030.86275592
sv,fs,ausgaben_ord,Rechnung,2020-01-01,66321.70142954
sv,fs,ausgaben_ord,Rechnung,2021-01-01,68416.41533962
sv,fs,ausgaben_ord,Rechnung,2022-01-01,66906.76330562
sv,fs,ausgaben_ord,Rechnung,2023-01-01,69085.78020168
sv,fs,ausgaben_ord,Rechnung,2024-01-01,72010.79534995
sv,fs,ausgaben_ord,Rechnung,2025-01-01,76395.40317629
sv,fs,bruttoschuld_fs,Rechnung,1990-01-01,56.581981
sv,fs,bruttoschuld_fs,Rechnung,1991-01-01,24.396073
sv,fs,bruttoschuld_fs,Rechnung,1992-01-01,716.792112
sv,fs,bruttoschuld_fs,Rechnung,1993-01-01,4205.83837
sv,fs,bruttoschuld_fs,Rechnung,1994-01-01,6545.413292
sv,fs,bruttoschuld_fs,Rechnung,1995-01-01,5892.483506
sv,fs,bruttoschuld_fs,Rechnung,1996-01-01,6425.055395
sv,fs,bruttoschuld_fs,Rechnung,1997-01-01,8464.848886
sv,fs,bruttoschuld_fs,Rechnung,1998-01-01,9060.043783
sv,fs,bruttoschuld_fs,Rechnung,1999-01-01,8035.334108
sv,fs,bruttoschuld_fs,Rechnung,2000-01-01,5764.910321
sv,fs,bruttoschuld_fs,Rechnung,2001-01-01,2466.986392
sv,fs,bruttoschuld_fs,Rechnung,2002-01-01,63.374322
sv,fs,bruttoschuld_fs,Rechnung,2003-01-01,259.48273
sv,fs,bruttoschuld_fs,Rechnung,2004-01-01,2302.84622
sv,fs,bruttoschuld_fs,Rechnung,2005-01-01,4222.975251
sv,fs,bruttoschuld_fs,Rechnung,2006-01-01,5014.448089
sv,fs,bruttoschuld_fs,Rechnung,2007-01-01,4966.33559
sv,fs,bruttoschuld_fs,Rechnung,2008-01-01,4193.42963646
sv,fs,bruttoschuld_fs,Rechnung,2009-01-01,5761.62401825
sv,fs,bruttoschuld_fs,Rechnung,2010-01-01,7477.18455834
sv,fs,bruttoschuld_fs,Rechnung,2011-01-01,6091.9128126
sv,fs,bruttoschuld_fs,Rechnung,2012-01-01,6322.17981866
sv,fs,bruttoschuld_fs,Rechnung,2013-01-01,4764.44290895
sv,fs,bruttoschuld_fs,Rechnung,2014-01-01,4191.75410561
sv,fs,bruttoschuld_fs,Rechnung,2015-01-01,3028.93392848
sv,fs,bruttoschuld_fs,Rechnung,2016-01-01,2992.79123889
sv,fs,bruttoschuld_fs,Rechnung,2017-01-01,2646.71008808
sv,fs,bruttoschuld_fs,Rechnung,2018-01-01,1446.96840947
sv,fs,bruttoschuld_fs,Rechnung,2019-01-01,644.08886697
sv,fs,bruttoschuld_fs,Rechnung,2020-01-01,760.10879907
sv,fs,bruttoschuld_fs,Rechnung,2021-01-01,781.80694086
sv,fs,bruttoschuld_fs,Rechnung,2022-01-01,637.079898
sv,fs,bruttoschuld_fs,Rechnung,2023-01-01,861.34240566
sv,fs,bruttoschuld_fs,Rechnung,2024-01-01,542.51726053
sv,fs,bruttoschuld_fs,Rechnung,2025-01-01,1196.5618547
sv,fs,eigenkapital,Rechnung,1990-01-01,23438.20600355
sv,fs,eigenkapital,Rechnung,1991-01-01,26101.89848506
sv,fs,eigenkapital,Rechnung,1992-01-01,25732.11390654
sv,fs,eigenkapital,Rechnung,1993-01-01,24111.80458102
sv,fs,eigenkapital,Rechnung,1994-01-01,22261.81311668
sv,fs,eigenkapital,Rechnung,1995-01-01,22413.97218356
sv,fs,eigenkapital,Rechnung,1996-01-01,22046.32280206
sv,fs,eigenkapital,Rechnung,1997-01-01,19755.48025364
sv,fs,eigenkapital,Rechnung,1998-01-01,17475.676381
sv,fs,eigenkapital,Rechnung,1999-01-01,17924.447102
sv,fs,eigenkapital,Rechnung,2000-01-01,21432.00527
sv,fs,eigenkapital,Rechnung,2001-01-01,23810.163927
sv,fs,eigenkapital,Rechnung,2002-01-01,24426.04856553
sv,fs,eigenkapital,Rechnung,2003-01-01,24377.94930951
sv,fs,eigenkapital,Rechnung,2004-01-01,22881.0547218
sv,fs,eigenkapital,Rechnung,2005-01-01,21840.43931776
sv,fs,eigenkapital,Rechnung,2006-01-01,21614.08660894
sv,fs,eigenkapital,Rechnung,2007-01-01,27686.80505968
sv,fs,eigenkapital,Rechnung,2008-01-01,23985.82945249
sv,fs,eigenkapital,Rechnung,2009-01-01,24829.89476333
sv,fs,eigenkapital,Rechnung,2010-01-01,23375.03231377
sv,fs,eigenkapital,Rechnung,2011-01-01,26087.06661655
sv,fs,eigenkapital,Rechnung,2012-01-01,30017.70974142
sv,fs,eigenkapital,Rechnung,2013-01-01,32240.97768163
sv,fs,eigenkapital,Rechnung,2014-01-01,35777.69544241
sv,fs,eigenkapital,Rechnung,2015-01-01,36550.55056452
sv,fs,eigenkapital,Rechnung,2016-01-01,37913.64005538
sv,fs,eigenkapital,Rechnung,2017-01-01,40535.7214337
sv,fs,eigenkapital,Rechnung,2018-01-01,39241.1374646
sv,fs,eigenkapital,Rechnung,2019-01-01,42657.28656763
sv,fs,eigenkapital,Rechnung,2020-01-01,44661.29139845
sv,fs,eigenkapital,Rechnung,2021-01-01,47085.31150349
sv,fs,eigenkapital,Rechnung,2022-01-01,46425.48179083
sv,fs,eigenkapital,Rechnung,2023-01-01,52499.48549513
sv,fs,eigenkapital,Rechnung,2024-01-01,60045.28441434
sv,fs,eigenkapital,Rechnung,2025-01-01,63572.64130835
sv,fs,einnahmen,Rechnung,1990-01-01,26851.93136483
sv,fs,einnahmen,Rechnung,1991-01-01,29086.72971294
sv,fs,einnahmen,Rechnung,1992-01-01,30763.52394818
sv,fs,einnahmen,Rechnung,1993-01-01,34798.94281677
sv,fs,einnahmen,Rechnung,1994-01-01,35254.6308007
sv,fs,einnahmen,Rechnung,1995-01-01,37841.63407332
sv,fs,einnahmen,Rechnung,1996-01-01,39104.48093689
sv,fs,einnahmen,Rechnung,1997-01-01,39768.29775992
sv,fs,einnahmen,Rechnung,1998-01-01,40343.57631613
sv,fs,einnahmen,Rechnung,1999-01-01,42762.33948977
sv,fs,einnahmen,Rechnung,2000-01-01,44949.19652855
sv,fs,einnahmen,Rechnung,2001-01-01,46955.36013199
sv,fs,einnahmen,Rechnung,2002-01-01,47806.81750507
sv,fs,einnahmen,Rechnung,2003-01-01,47728.06764412
sv,fs,einnahmen,Rechnung,2004-01-01,47644.08256287
sv,fs,einnahmen,Rechnung,2005-01-01,48354.87972981
sv,fs,einnahmen,Rechnung,2006-01-01,49911.15873934
sv,fs,einnahmen,Rechnung,2007-01-01,60833.47568147
sv,fs,einnahmen,Rechnung,2008-01-01,51815.47044128
sv,fs,einnahmen,Rechnung,2009-01-01,53886.94785055
sv,fs,einnahmen,Rechnung,2010-01-01,54449.03524429
sv,fs,einnahmen,Rechnung,2011-01-01,58618.70842013
sv,fs,einnahmen,Rechnung,2012-01-01,59562.76297397
sv,fs,einnahmen,Rechnung,2013-01-01,61463.18064917
sv,fs,einnahmen,Rechnung,2014-01-01,61958.3457636
sv,fs,einnahmen,Rechnung,2015-01-01,62552.80547859
sv,fs,einnahmen,Rechnung,2016-01-01,62697.52007645
sv,fs,einnahmen,Rechnung,2017-01-01,63495.46173461
sv,fs,einnahmen,Rechnung,2018-01-01,63568.79406552
sv,fs,einnahmen,Rechnung,2019-01-01,64708.30947062
sv,fs,einnahmen,Rechnung,2020-01-01,79394.39324121
sv,fs,einnahmen,Rechnung,2021-01-01,74433.99971733
sv,fs,einnahmen,Rechnung,2022-01-01,72588.49794893
sv,fs,einnahmen,Rechnung,2023-01-01,74240.39427601
sv,fs,einnahmen,Rechnung,2024-01-01,77471.71914449
sv,fs,einnahmen,Rechnung,2025-01-01,79461.72642227
sv,fs,einnahmen_ord,Rechnung,1990-01-01,26851.93136483
sv,fs,einnahmen_ord,Rechnung,1991-01-01,29086.72971294
sv,fs,einnahmen_ord,Rechnung,1992-01-01,30763.52394818
sv,fs,einnahmen_ord,Rechnung,1993-01-01,34798.94281677
sv,fs,einnahmen_ord,Rechnung,1994-01-01,35254.6308007
sv,fs,einnahmen_ord,Rechnung,1995-01-01,37841.63407332
sv,fs,einnahmen_ord,Rechnung,1996-01-01,39104.48093689
sv,fs,einnahmen_ord,Rechnung,1997-01-01,39768.29775992
sv,fs,einnahmen_ord,Rechnung,1998-01-01,40343.57631613
sv,fs,einnahmen_ord,Rechnung,1999-01-01,42762.33948977
sv,fs,einnahmen_ord,Rechnung,2000-01-01,44949.19652855
sv,fs,einnahmen_ord,Rechnung,2001-01-01,46955.36013199
sv,fs,einnahmen_ord,Rechnung,2002-01-01,47806.81750507
sv,fs,einnahmen_ord,Rechnung,2003-01-01,47728.06764412
sv,fs,einnahmen_ord,Rechnung,2004-01-01,47644.08256287
sv,fs,einnahmen_ord,Rechnung,2005-01-01,48354.87972981
sv,fs,einnahmen_ord,Rechnung,2006-01-01,49911.15873934
sv,fs,einnahmen_ord,Rechnung,2007-01-01,52324.74235147
sv,fs,einnahmen_ord,Rechnung,2008-01-01,51815.47044128
sv,fs,einnahmen_ord,Rechnung,2009-01-01,53886.94785055
sv,fs,einnahmen_ord,Rechnung,2010-01-01,54447.58362379
sv,fs,einnahmen_ord,Rechnung,2011-01-01,58617.07044933
sv,fs,einnahmen_ord,Rechnung,2012-01-01,59562.52822522
sv,fs,einnahmen_ord,Rechnung,2013-01-01,61463.17764917
sv,fs,einnahmen_ord,Rechnung,2014-01-01,61958.3457636
sv,fs,einnahmen_ord,Rechnung,2015-01-01,62552.80547859
sv,fs,einnahmen_ord,Rechnung,2016-01-01,62697.52007645
sv,fs,einnahmen_ord,Rechnung,2017-01-01,63495.46173461
sv,fs,einnahmen_ord,Rechnung,2018-01-01,63568.79406552
sv,fs,einnahmen_ord,Rechnung,2019-01-01,64708.30947062
sv,fs,einnahmen_ord,Rechnung,2020-01-01,68619.39324121
sv,fs,einnahmen_ord,Rechnung,2021-01-01,70095.66633948
sv,fs,einnahmen_ord,Rechnung,2022-01-01,71924.98968449
sv,fs,einnahmen_ord,Rechnung,2023-01-01,74240.39427601
sv,fs,einnahmen_ord,Rechnung,2024-01-01,77471.71914449
sv,fs,einnahmen_ord,Rechnung,2025-01-01,79461.72642227
sv,fs,fremdkapital,Rechnung,1990-01-01,86.484587
sv,fs,fremdkapital,Rechnung,1991-01-01,151.399735
sv,fs,fremdkapital,Rechnung,1992-01-01,851.290964
sv,fs,fremdkapital,Rechnung,1993-01-01,4543.30882
sv,fs,fremdkapital,Rechnung,1994-01-01,6952.899035
sv,fs,fremdkapital,Rechnung,1995-01-01,6377.834556
sv,fs,fremdkapital,Rechnung,1996-01-01,6812.078188
sv,fs,fremdkapital,Rechnung,1997-01-01,9502.398529
sv,fs,fremdkapital,Rechnung,1998-01-01,10536.084412
sv,fs,fremdkapital,Rechnung,1999-01-01,9200.236104
sv,fs,fremdkapital,Rechnung,2000-01-01,6680.825099
sv,fs,fremdkapital,Rechnung,2001-01-01,3248.234118
sv,fs,fremdkapital,Rechnung,2002-01-01,1027.595694
sv,fs,fremdkapital,Rechnung,2003-01-01,1105.356722
sv,fs,fremdkapital,Rechnung,2004-01-01,3092.208416
sv,fs,fremdkapital,Rechnung,2005-01-01,4837.223234
sv,fs,fremdkapital,Rechnung,2006-01-01,5650.225253
sv,fs,fremdkapital,Rechnung,2007-01-01,7554.730324
sv,fs,fremdkapital,Rechnung,2008-01-01,5214.01439468
sv,fs,fremdkapital,Rechnung,2009-01-01,6511.48656946
sv,fs,fremdkapital,Rechnung,2010-01-01,7960.08978259
sv,fs,fremdkapital,Rechnung,2011-01-01,6507.35075063
sv,fs,fremdkapital,Rechnung,2012-01-01,6785.45904062
sv,fs,fremdkapital,Rechnung,2013-01-01,5250.32112683
sv,fs,fremdkapital,Rechnung,2014-01-01,5279.28796763
sv,fs,fremdkapital,Rechnung,2015-01-01,4079.33679625
sv,fs,fremdkapital,Rechnung,2016-01-01,3898.82351674
sv,fs,fremdkapital,Rechnung,2017-01-01,3430.80991149
sv,fs,fremdkapital,Rechnung,2018-01-01,1993.95284897
sv,fs,fremdkapital,Rechnung,2019-01-01,1120.92250345
sv,fs,fremdkapital,Rechnung,2020-01-01,2908.47063557
sv,fs,fremdkapital,Rechnung,2021-01-01,1457.05070784
sv,fs,fremdkapital,Rechnung,2022-01-01,1169.76087771
sv,fs,fremdkapital,Rechnung,2023-01-01,1275.20633281
sv,fs,fremdkapital,Rechnung,2024-01-01,1850.63780874
sv,fs,fremdkapital,Rechnung,2025-01-01,3751.4129671
sv,fs,nettoschulden_fs,Rechnung,1990-01-01,-17328.252599
sv,fs,nettoschulden_fs,Rechnung,1991-01-01,-19077.513018
sv,fs,nettoschulden_fs,Rechnung,1992-01-01,-18246.7267
sv,fs,nettoschulden_fs,Rechnung,1993-01-01,-16191.377668
sv,fs,nettoschulden_fs,Rechnung,1994-01-01,-14118.138695
sv,fs,nettoschulden_fs,Rechnung,1995-01-01,-14014.731619
sv,fs,nettoschulden_fs,Rechnung,1996-01-01,-13578.153153
sv,fs,nettoschulden_fs,Rechnung,1997-01-01,-11708.411193
sv,fs,nettoschulden_fs,Rechnung,1998-01-01,-8472.724208
sv,fs,nettoschulden_fs,Rechnung,1999-01-01,-10437.158714
sv,fs,nettoschulden_fs,Rechnung,2000-01-01,-15713.757752
sv,fs,nettoschulden_fs,Rechnung,2001-01-01,-19436.788881
sv,fs,nettoschulden_fs,Rechnung,2002-01-01,-21154.897552
sv,fs,nettoschulden_fs,Rechnung,2003-01-01,-21684.43141
sv,fs,nettoschulden_fs,Rechnung,2004-01-01,-20729.751453
sv,fs,nettoschulden_fs,Rechnung,2005-01-01,-20293.306381
sv,fs,nettoschulden_fs,Rechnung,2006-01-01,-20043.348666
sv,fs,nettoschulden_fs,Rechnung,2007-01-01,-24684.83121535
sv,fs,nettoschulden_fs,Rechnung,2008-01-01,-22435.89631987
sv,fs,nettoschulden_fs,Rechnung,2009-01-01,-23443.56391224
sv,fs,nettoschulden_fs,Rechnung,2010-01-01,-21878.82963358
sv,fs,nettoschulden_fs,Rechnung,2011-01-01,-24364.44433808
sv,fs,nettoschulden_fs,Rechnung,2012-01-01,-28436.4364809
sv,fs,nettoschulden_fs,Rechnung,2013-01-01,-30671.91425904
sv,fs,nettoschulden_fs,Rechnung,2014-01-01,-34295.21130164
sv,fs,nettoschulden_fs,Rechnung,2015-01-01,-35226.39508118
sv,fs,nettoschulden_fs,Rechnung,2016-01-01,-36522.44975627
sv,fs,nettoschulden_fs,Rechnung,2017-01-01,-39045.02179669
sv,fs,nettoschulden_fs,Rechnung,2018-01-01,-37949.78752024
sv,fs,nettoschulden_fs,Rechnung,2019-01-01,-40920.27917244
sv,fs,nettoschulden_fs,Rechnung,2020-01-01,-41456.68754721
sv,fs,nettoschulden_fs,Rechnung,2021-01-01,-45204.84594144
sv,fs,nettoschulden_fs,Rechnung,2022-01-01,-42757.65589404
sv,fs,nettoschulden_fs,Rechnung,2023-01-01,-46529.73921156
sv,fs,nettoschulden_fs,Rechnung,2024-01-01,-51669.08722214
sv,fs,nettoschulden_fs,Rechnung,2025-01-01,-55521.78556471
sv,fs,saldo,Rechnung,1990-01-01,2778.80186599999
sv,fs,saldo,Rechnung,1991-01-01,2357.441716
sv,fs,saldo,Rechnung,1992-01-01,-316.786535989999
sv,fs,saldo,Rechnung,1993-01-01,-1584.37038899
sv,fs,saldo,Rechnung,1994-01-01,-1786.06387999
sv,fs,saldo,Rechnung,1995-01-01,100.810649000006
sv,fs,saldo,Rechnung,1996-01-01,-439.779016020002
sv,fs,saldo,Rechnung,1997-01-01,-3103.03909999
sv,fs,saldo,Rechnung,1998-01-01,-2030.91410399001
sv,fs,saldo,Rechnung,1999-01-01,501.158815990006
sv,fs,saldo,Rechnung,2000-01-01,3381.617158
sv,fs,saldo,Rechnung,2001-01-01,3521.402909
sv,fs,saldo,Rechnung,2002-01-01,1803.31346402
sv,fs,saldo,Rechnung,2003-01-01,-895.559336999999
sv,fs,saldo,Rechnung,2004-01-01,-2096.551767
sv,fs,saldo,Rechnung,2005-01-01,-3030.623282
sv,fs,saldo,Rechnung,2006-01-01,-903.845613020007
sv,fs,saldo,Rechnung,2007-01-01,6943.18249497
sv,fs,saldo,Rechnung,2008-01-01,-516.84354442
sv,fs,saldo,Rechnung,2009-01-01,-621.271939209997
sv,fs,saldo,Rechnung,2010-01-01,-1371.51935792
sv,fs,saldo,Rechnung,2011-01-01,2230.45950775
sv,fs,saldo,Rechnung,2012-01-01,2725.87677800001
sv,fs,saldo,Rechnung,2013-01-01,2795.1349591
sv,fs,saldo,Rechnung,2014-01-01,2107.57527532001
sv,fs,saldo,Rechnung,2015-01-01,1947.41260609999
sv,fs,saldo,Rechnung,2016-01-01,737.156815639995
sv,fs,saldo,Rechnung,2017-01-01,861.780234819998
sv,fs,saldo,Rechnung,2018-01-01,550.176655939998
sv,fs,saldo,Rechnung,2019-01-01,677.446697700005
sv,fs,saldo,Rechnung,2020-01-01,2334.58473698
sv,fs,saldo,Rechnung,2021-01-01,895.102060759993
sv,fs,saldo,Rechnung,2022-01-01,5297.51027843001
sv,fs,saldo,Rechnung,2023-01-01,5067.09268395
sv,fs,saldo,Rechnung,2024-01-01,5254.24477505
sv,fs,saldo,Rechnung,2025-01-01,3066.33806398
sv,fs,saldo_ord,Rechnung,1990-01-01,2778.80186599999
sv,fs,saldo_ord,Rechnung,1991-01-01,2357.441716
sv,fs,saldo_ord,Rechnung,1992-01-01,-316.786535989999
sv,fs,saldo_ord,Rechnung,1993-01-01,-1584.37038899
sv,fs,saldo_ord,Rechnung,1994-01-01,-1786.06387999
sv,fs,saldo_ord,Rechnung,1995-01-01,100.810649000006
sv,fs,saldo_ord,Rechnung,1996-01-01,-439.779016020002
sv,fs,saldo_ord,Rechnung,1997-01-01,-3103.03909999
sv,fs,saldo_ord,Rechnung,1998-01-01,-2030.91410399001
sv,fs,saldo_ord,Rechnung,1999-01-01,501.158815990006
sv,fs,saldo_ord,Rechnung,2000-01-01,3381.617158
sv,fs,saldo_ord,Rechnung,2001-01-01,3521.402909
sv,fs,saldo_ord,Rechnung,2002-01-01,1803.31346402
sv,fs,saldo_ord,Rechnung,2003-01-01,-895.559336999999
sv,fs,saldo_ord,Rechnung,2004-01-01,-2096.551767
sv,fs,saldo_ord,Rechnung,2005-01-01,-3030.623282
sv,fs,saldo_ord,Rechnung,2006-01-01,-903.845613020007
sv,fs,saldo_ord,Rechnung,2007-01-01,396.449164969999
sv,fs,saldo_ord,Rechnung,2008-01-01,-516.34354442
sv,fs,saldo_ord,Rechnung,2009-01-01,-621.325587309999
sv,fs,saldo_ord,Rechnung,2010-01-01,-1372.97097842
sv,fs,saldo_ord,Rechnung,2011-01-01,2228.82153695
sv,fs,saldo_ord,Rechnung,2012-01-01,2725.64202925
sv,fs,saldo_ord,Rechnung,2013-01-01,2795.13195909999
sv,fs,saldo_ord,Rechnung,2014-01-01,2107.57527532001
sv,fs,saldo_ord,Rechnung,2015-01-01,1947.41260609999
sv,fs,saldo_ord,Rechnung,2016-01-01,737.156815639995
sv,fs,saldo_ord,Rechnung,2017-01-01,861.780234819998
sv,fs,saldo_ord,Rechnung,2018-01-01,550.176655939998
sv,fs,saldo_ord,Rechnung,2019-01-01,677.446714699996
sv,fs,saldo_ord,Rechnung,2020-01-01,2297.69181167
sv,fs,saldo_ord,Rechnung,2021-01-01,1679.25099986
sv,fs,saldo_ord,Rechnung,2022-01-01,5018.22637886999
sv,fs,saldo_ord,Rechnung,2023-01-01,5154.61407433001
sv,fs,saldo_ord,Rechnung,2024-01-01,5460.92379454001
