fuel,date,value
PC,2021-12-01,8176
PC,2022-01-01,6280
PC,2022-02-01,6343
PC,2022-03-01,7893
PC,2022-04-01,6039
PC,2022-05-01,6717
PC,2022-06-01,7588
PC,2022-07-01,6663
PC,2022-08-01,6662
PC,2022-09-01,7761
PC,2022-10-01,6641
PC,2022-11-01,7475
PC,2022-12-01,8000
PC,2023-01-01,5906
PC,2023-02-01,6585
PC,2023-03-01,8879
PC,2023-04-01,6538
PC,2023-05-01,7383
PC,2023-06-01,8366
PC,2023-07-01,6188
PC,2023-08-01,5981
PC,2023-09-01,6731
PC,2023-10-01,6197
PC,2023-11-01,6739
PC,2023-12-01,7471
PC,2024-01-01,4951
PC,2024-02-01,5878
PC,2024-03-01,7384
PC,2024-04-01,6633
PC,2024-05-01,6774
PC,2024-06-01,6469
PC,2024-07-01,5127
PC,2024-08-01,4235
PC,2024-09-01,5195
PC,2024-10-01,4846
PC,2024-11-01,5070
PC,2024-12-01,6235
PC,2025-01-01,3854
PC,2025-02-01,4061
PC,2025-03-01,5317
PC,2025-04-01,5010
PC,2025-05-01,4874
PC,2025-06-01,5363
PC,2025-07-01,4401
PC,2025-08-01,3915
PC,2025-09-01,4358
PC,2025-10-01,4317
PC,2025-11-01,4634
PC,2025-12-01,5504
PC,2026-01-01,3019
PC,2026-02-01,3853
PC,2026-03-01,4870
PC,2026-04-01,3984
PC,2026-05-01,4518
PC,2026-06-01,5037
PC,2026-07-01,3378
PH,2005-01-01,76
PH,2005-02-01,101
PH,2005-03-01,109
PH,2005-04-01,130
PH,2005-05-01,90
PH,2005-06-01,90
PH,2005-07-01,60
PH,2005-08-01,95
PH,2005-09-01,158
PH,2005-10-01,151
PH,2005-11-01,173
PH,2005-12-01,141
PH,2006-01-01,130
PH,2006-02-01,169
PH,2006-03-01,184
PH,2006-04-01,152
PH,2006-05-01,223
PH,2006-06-01,190
PH,2006-07-01,175
PH,2006-08-01,165
PH,2006-09-01,188
PH,2006-10-01,159
PH,2006-11-01,243
PH,2006-12-01,216
PH,2007-01-01,146
PH,2007-02-01,180
PH,2007-03-01,309
PH,2007-04-01,225
PH,2007-05-01,245
PH,2007-06-01,317
PH,2007-07-01,357
PH,2007-08-01,388
PH,2007-09-01,326
PH,2007-10-01,259
PH,2007-11-01,236
PH,2007-12-01,199
PH,2008-01-01,217
PH,2008-02-01,266
PH,2008-03-01,248
PH,2008-04-01,351
PH,2008-05-01,245
PH,2008-06-01,315
PH,2008-07-01,294
PH,2008-08-01,285
PH,2008-09-01,251
PH,2008-10-01,210
PH,2008-11-01,163
PH,2008-12-01,224
PH,2009-01-01,169
PH,2009-02-01,211
PH,2009-03-01,334
PH,2009-04-01,326
PH,2009-05-01,277
PH,2009-06-01,382
PH,2009-07-01,316
PH,2009-08-01,342
PH,2009-09-01,479
PH,2009-10-01,345
PH,2009-11-01,375
PH,2009-12-01,321
PH,2010-01-01,305
PH,2010-02-01,242
PH,2010-03-01,352
PH,2010-04-01,311
PH,2010-05-01,445
PH,2010-06-01,397
PH,2010-07-01,371
PH,2010-08-01,350
PH,2010-09-01,312
PH,2010-10-01,345
PH,2010-11-01,385
PH,2010-12-01,375
PH,2011-01-01,298
PH,2011-02-01,400
PH,2011-03-01,550
PH,2011-04-01,585
PH,2011-05-01,392
PH,2011-06-01,426
PH,2011-07-01,252
PH,2011-08-01,404
PH,2011-09-01,526
PH,2011-10-01,483
PH,2011-11-01,457
PH,2011-12-01,512
PH,2012-01-01,267
PH,2012-02-01,287
PH,2012-03-01,516
PH,2012-04-01,499
PH,2012-05-01,399
PH,2012-06-01,612
PH,2012-07-01,444
PH,2012-08-01,443
PH,2012-09-01,484
PH,2012-10-01,598
PH,2012-11-01,503
PH,2012-12-01,411
PH,2013-01-01,457
PH,2013-02-01,463
PH,2013-03-01,712
PH,2013-04-01,539
PH,2013-05-01,459
PH,2013-06-01,415
PH,2013-07-01,425
PH,2013-08-01,478
PH,2013-09-01,446
PH,2013-10-01,501
PH,2013-11-01,451
PH,2013-12-01,593
PH,2014-01-01,352
PH,2014-02-01,353
PH,2014-03-01,598
PH,2014-04-01,514
PH,2014-05-01,487
PH,2014-06-01,381
PH,2014-07-01,468
PH,2014-08-01,298
PH,2014-09-01,453
PH,2014-10-01,560
PH,2014-11-01,419
PH,2014-12-01,633
PH,2015-01-01,292
PH,2015-02-01,377
PH,2015-03-01,658
PH,2015-04-01,506
PH,2015-05-01,494
PH,2015-06-01,485
PH,2015-07-01,369
PH,2015-08-01,390
PH,2015-09-01,412
PH,2015-10-01,416
PH,2015-11-01,385
PH,2015-12-01,373
PH,2016-01-01,337
PH,2016-02-01,450
PH,2016-03-01,639
PH,2016-04-01,552
PH,2016-05-01,582
PH,2016-06-01,605
PH,2016-07-01,582
PH,2016-08-01,534
PH,2016-09-01,809
PH,2016-10-01,616
PH,2016-11-01,688
PH,2016-12-01,706
PH,2017-01-01,428
PH,2017-02-01,544
PH,2017-03-01,747
PH,2017-04-01,699
PH,2017-05-01,713
PH,2017-06-01,852
PH,2017-07-01,555
PH,2017-08-01,643
PH,2017-09-01,875
PH,2017-10-01,743
PH,2017-11-01,684
PH,2017-12-01,677
PH,2018-01-01,600
PH,2018-02-01,607
PH,2018-03-01,799
PH,2018-04-01,980
PH,2018-05-01,829
PH,2018-06-01,895
PH,2018-07-01,831
PH,2018-08-01,813
PH,2018-09-01,966
PH,2018-10-01,1001
PH,2018-11-01,1037
PH,2018-12-01,996
PH,2019-01-01,855
PH,2019-02-01,954
PH,2019-03-01,1468
PH,2019-04-01,1475
PH,2019-05-01,1730
PH,2019-06-01,1564
PH,2019-07-01,1470
PH,2019-08-01,1390
PH,2019-09-01,1621
PH,2019-10-01,1921
PH,2019-11-01,2028
PH,2019-12-01,3000
PH,2020-01-01,1822
PH,2020-02-01,1868
PH,2020-03-01,1871
PH,2020-04-01,930
PH,2020-05-01,1648
PH,2020-06-01,2695
PH,2020-07-01,2376
PH,2020-08-01,2000
PH,2020-09-01,2802
PH,2020-10-01,3151
PH,2020-11-01,3499
PH,2020-12-01,4155
PH,2021-01-01,2671
PH,2021-02-01,2861
PH,2021-03-01,4139
PH,2021-04-01,3978
PH,2021-05-01,3388
PH,2021-06-01,4423
PH,2021-07-01,3506
PH,2021-08-01,3476
PH,2021-09-01,4045
PH,2021-10-01,3106
PH,2021-11-01,3247
PH,2021-12-01,4123
PH,2022-01-01,3248
PH,2022-02-01,3397
PH,2022-03-01,4410
PH,2022-04-01,3492
PH,2022-05-01,3887
PH,2022-06-01,4213
PH,2022-07-01,2812
PH,2022-08-01,3218
PH,2022-09-01,4069
PH,2022-10-01,3940
PH,2022-11-01,4365
PH,2022-12-01,4283
PH,2023-01-01,3589
PH,2023-02-01,3807
PH,2023-03-01,5543
PH,2023-04-01,4067
PH,2023-05-01,4843
PH,2023-06-01,5599
PH,2023-07-01,3991
PH,2023-08-01,4206
PH,2023-09-01,4602
PH,2023-10-01,4753
PH,2023-11-01,5036
PH,2023-12-01,5769
PH,2024-01-01,3785
PH,2024-02-01,4972
PH,2024-03-01,6246
PH,2024-04-01,5226
PH,2024-05-01,5377
PH,2024-06-01,6746
PH,2024-07-01,5164
PH,2024-08-01,4653
PH,2024-09-01,5669
PH,2024-10-01,5664
PH,2024-11-01,6167
PH,2024-12-01,7490
PH,2025-01-01,4553
PH,2025-02-01,5267
PH,2025-03-01,7298
PH,2025-04-01,5792
PH,2025-05-01,6212
PH,2025-06-01,7187
PH,2025-07-01,5710
PH,2025-08-01,5071
PH,2025-09-01,5910
PH,2025-10-01,5578
PH,2025-11-01,5951
PH,2025-12-01,6883
PH,2026-01-01,4748
PH,2026-02-01,5292
PH,2026-03-01,7826
PH,2026-04-01,5792
PH,2026-05-01,5942
PH,2026-06-01,7637
PH,2026-07-01,6097
_O,2005-01-01,4
_O,2005-02-01,2
_O,2005-03-01,10
_O,2005-04-01,106
_O,2005-05-01,100
_O,2005-06-01,114
_O,2005-07-01,28
_O,2005-08-01,3
_O,2005-09-01,3
_O,2005-10-01,0
_O,2005-11-01,5
_O,2005-12-01,11
_O,2006-01-01,7
_O,2006-02-01,7
_O,2006-03-01,6
_O,2006-04-01,7
_O,2006-05-01,17
_O,2006-06-01,36
_O,2006-07-01,29
_O,2006-08-01,15
_O,2006-09-01,18
_O,2006-10-01,26
_O,2006-11-01,28
_O,2006-12-01,41
_O,2007-01-01,29
_O,2007-02-01,25
_O,2007-03-01,81
_O,2007-04-01,82
_O,2007-05-01,88
_O,2007-06-01,121
_O,2007-07-01,199
_O,2007-08-01,369
_O,2007-09-01,80
_O,2007-10-01,79
_O,2007-11-01,82
_O,2007-12-01,196
_O,2008-01-01,125
_O,2008-02-01,93
_O,2008-03-01,104
_O,2008-04-01,88
_O,2008-05-01,95
_O,2008-06-01,116
_O,2008-07-01,122
_O,2008-08-01,85
_O,2008-09-01,87
_O,2008-10-01,122
_O,2008-11-01,57
_O,2008-12-01,79
_O,2009-01-01,46
_O,2009-02-01,39
_O,2009-03-01,53
_O,2009-04-01,52
_O,2009-05-01,39
_O,2009-06-01,58
_O,2009-07-01,47
_O,2009-08-01,23
_O,2009-09-01,33
_O,2009-10-01,46
_O,2009-11-01,41
_O,2009-12-01,47
_O,2010-01-01,29
_O,2010-02-01,26
_O,2010-03-01,44
_O,2010-04-01,18
_O,2010-05-01,27
_O,2010-06-01,38
_O,2010-07-01,14
_O,2010-08-01,16
_O,2010-09-01,27
_O,2010-10-01,20
_O,2010-11-01,16
_O,2010-12-01,22
_O,2011-01-01,39
_O,2011-02-01,41
_O,2011-03-01,52
_O,2011-04-01,37
_O,2011-05-01,34
_O,2011-06-01,66
_O,2011-07-01,36
_O,2011-08-01,25
_O,2011-09-01,23
_O,2011-10-01,34
_O,2011-11-01,39
_O,2011-12-01,42
_O,2012-01-01,52
_O,2012-02-01,25
_O,2012-03-01,52
_O,2012-04-01,44
_O,2012-05-01,37
_O,2012-06-01,53
_O,2012-07-01,20
_O,2012-08-01,20
_O,2012-09-01,25
_O,2012-10-01,24
_O,2012-11-01,27
_O,2012-12-01,15
_O,2013-01-01,14
_O,2013-02-01,3
_O,2013-03-01,13
_O,2013-04-01,8
_O,2013-05-01,10
_O,2013-06-01,4
_O,2013-07-01,8
_O,2013-08-01,2
_O,2013-09-01,6
_O,2013-10-01,9
_O,2013-11-01,4
_O,2013-12-01,1
_O,2014-01-01,3
_O,2014-02-01,1
_O,2014-03-01,2
_O,2014-04-01,2
_O,2014-05-01,0
_O,2014-06-01,2
_O,2014-07-01,6
_O,2014-08-01,2
_O,2014-09-01,0
_O,2014-10-01,1
_O,2014-11-01,2
_O,2014-12-01,1
_O,2015-01-01,2
_O,2015-02-01,0
_O,2015-03-01,2
_O,2015-04-01,1
_O,2015-05-01,2
_O,2015-06-01,1
_O,2015-07-01,0
_O,2015-08-01,0
_O,2015-09-01,1
_O,2015-10-01,2
_O,2015-11-01,0
_O,2015-12-01,0
_O,2016-01-01,0
_O,2016-02-01,0
_O,2016-03-01,1
_O,2016-04-01,1
_O,2016-05-01,0
_O,2016-06-01,0
_O,2016-07-01,0
_O,2016-08-01,0
_O,2016-09-01,0
_O,2016-10-01,1
_O,2016-11-01,0
_O,2016-12-01,0
_O,2017-01-01,0
_O,2017-02-01,0
_O,2017-03-01,0
_O,2017-04-01,0
_O,2017-05-01,0
_O,2017-06-01,0
_O,2017-07-01,0
_O,2017-08-01,1
_O,2017-09-01,0
_O,2017-10-01,0
_O,2017-11-01,0
_O,2017-12-01,0
_O,2018-01-01,0
_O,2018-02-01,0
_O,2018-03-01,0
_O,2018-04-01,0
_O,2018-05-01,0
_O,2018-06-01,3
_O,2018-07-01,1
_O,2018-08-01,0
_O,2018-09-01,1
_O,2018-10-01,0
_O,2018-11-01,0
_O,2018-12-01,0
_O,2019-01-01,0
_O,2019-02-01,0
_O,2019-03-01,0
_O,2019-04-01,0
_O,2019-05-01,0
_O,2019-06-01,0
_O,2019-07-01,0
_O,2019-08-01,0
_O,2019-09-01,0
_O,2019-10-01,0
_O,2019-11-01,0
_O,2019-12-01,0
_O,2020-01-01,0
_O,2020-02-01,0
_O,2020-03-01,0
_O,2020-04-01,0
_O,2020-05-01,0
_O,2020-06-01,0
_O,2020-07-01,0
_O,2020-08-01,0
_O,2020-09-01,0
_O,2020-10-01,0
_O,2020-11-01,0
_O,2020-12-01,0
_O,2021-01-01,0
_O,2021-02-01,0
_O,2021-03-01,0
_O,2021-04-01,0
_O,2021-05-01,0
_O,2021-06-01,0
_O,2021-07-01,0
_O,2021-08-01,1
_O,2021-09-01,0
_O,2021-10-01,0
_O,2021-11-01,0
_O,2021-12-01,0
_O,2022-01-01,0
_O,2022-02-01,0
_O,2022-03-01,0
_O,2022-04-01,0
_O,2022-05-01,0
_O,2022-06-01,0
_O,2022-07-01,0
_O,2022-08-01,0
_O,2022-09-01,0
_O,2022-10-01,0
_O,2022-11-01,0
_O,2022-12-01,0
_O,2023-01-01,0
_O,2023-02-01,0
_O,2023-03-01,0
_O,2023-04-01,0
_O,2023-05-01,0
_O,2023-06-01,0
_O,2023-07-01,0
_O,2023-08-01,0
_O,2023-09-01,0
_O,2023-10-01,0
_O,2023-11-01,0
_O,2023-12-01,0
_O,2024-01-01,0
_O,2024-02-01,0
_O,2024-03-01,0
_O,2024-04-01,0
_O,2024-05-01,0
_O,2024-06-01,0
_O,2024-07-01,0
_O,2024-08-01,0
_O,2024-09-01,0
_O,2024-10-01,0
_O,2024-11-01,0
_O,2024-12-01,0
_O,2025-01-01,0
_O,2025-02-01,0
_O,2025-03-01,0
_O,2025-04-01,0
_O,2025-05-01,0
_O,2025-06-01,0
_O,2025-07-01,0
_O,2025-08-01,0
_O,2025-09-01,0
_O,2025-10-01,0
_O,2025-11-01,0
_O,2025-12-01,0
_O,2026-01-01,0
_O,2026-02-01,0
_O,2026-03-01,0
_O,2026-04-01,0
_O,2026-05-01,0
_O,2026-06-01,0
_O,2026-07-01,0
_T,2005-01-01,17559
_T,2005-02-01,16555
_T,2005-03-01,24352
_T,2005-04-01,27794
_T,2005-05-01,24590
_T,2005-06-01,26731
_T,2005-07-01,21593
_T,2005-08-01,18028
_T,2005-09-01,20902
_T,2005-10-01,20452
_T,2005-11-01,20566
_T,2005-12-01,21067
_T,2006-01-01,18227
_T,2006-02-01,16886
_T,2006-03-01,26451
_T,2006-04-01,23911
_T,2006-05-01,27058
_T,2006-06-01,29225
_T,2006-07-01,21251
_T,2006-08-01,17292
_T,2006-09-01,19035
_T,2006-10-01,20867
_T,2006-11-01,21716
_T,2006-12-01,22459
_T,2007-01-01,17376
_T,2007-02-01,18390
_T,2007-03-01,25612
_T,2007-04-01,24424
_T,2007-05-01,26621
_T,2007-06-01,30711
_T,2007-07-01,24524
_T,2007-08-01,20927
_T,2007-09-01,20466
_T,2007-10-01,23991
_T,2007-11-01,24499
_T,2007-12-01,22476
_T,2008-01-01,21258
_T,2008-02-01,21495
_T,2008-03-01,23280
_T,2008-04-01,28314
_T,2008-05-01,26685
_T,2008-06-01,29279
_T,2008-07-01,25835
_T,2008-08-01,18818
_T,2008-09-01,21499
_T,2008-10-01,23981
_T,2008-11-01,20103
_T,2008-12-01,23756
_T,2009-01-01,17558
_T,2009-02-01,17373
_T,2009-03-01,23327
_T,2009-04-01,24673
_T,2009-05-01,22752
_T,2009-06-01,26575
_T,2009-07-01,23791
_T,2009-08-01,17804
_T,2009-09-01,20945
_T,2009-10-01,22718
_T,2009-11-01,21898
_T,2009-12-01,24093
_T,2010-01-01,18664
_T,2010-02-01,18417
_T,2010-03-01,28256
_T,2010-04-01,25556
_T,2010-05-01,24643
_T,2010-06-01,31423
_T,2010-07-01,25200
_T,2010-08-01,19828
_T,2010-09-01,21998
_T,2010-10-01,24313
_T,2010-11-01,24679
_T,2010-12-01,28124
_T,2011-01-01,20317
_T,2011-02-01,22257
_T,2011-03-01,30085
_T,2011-04-01,27432
_T,2011-05-01,29257
_T,2011-06-01,27736
_T,2011-07-01,25278
_T,2011-08-01,21569
_T,2011-09-01,26069
_T,2011-10-01,26572
_T,2011-11-01,28266
_T,2011-12-01,30034
_T,2012-01-01,23353
_T,2012-02-01,22963
_T,2012-03-01,32257
_T,2012-04-01,28159
_T,2012-05-01,28792
_T,2012-06-01,39258
_T,2012-07-01,23986
_T,2012-08-01,21594
_T,2012-09-01,20791
_T,2012-10-01,25929
_T,2012-11-01,26329
_T,2012-12-01,28648
_T,2013-01-01,20940
_T,2013-02-01,21948
_T,2013-03-01,28362
_T,2013-04-01,27830
_T,2013-05-01,26848
_T,2013-06-01,28598
_T,2013-07-01,25557
_T,2013-08-01,20748
_T,2013-09-01,22257
_T,2013-10-01,25475
_T,2013-11-01,24561
_T,2013-12-01,29621
_T,2014-01-01,20161
_T,2014-02-01,21618
_T,2014-03-01,26125
_T,2014-04-01,27317
_T,2014-05-01,25592
_T,2014-06-01,27567
_T,2014-07-01,26709
_T,2014-08-01,19363
_T,2014-09-01,21549
_T,2014-10-01,26029
_T,2014-11-01,23381
_T,2014-12-01,32260
_T,2015-01-01,18355
_T,2015-02-01,22227
_T,2015-03-01,31199
_T,2015-04-01,28368
_T,2015-05-01,27274
_T,2015-06-01,32723
_T,2015-07-01,29623
_T,2015-08-01,23213
_T,2015-09-01,23878
_T,2015-10-01,25043
_T,2015-11-01,25950
_T,2015-12-01,32043
_T,2016-01-01,20215
_T,2016-02-01,22435
_T,2016-03-01,28785
_T,2016-04-01,28351
_T,2016-05-01,25736
_T,2016-06-01,30750
_T,2016-07-01,25737
_T,2016-08-01,21572
_T,2016-09-01,25818
_T,2016-10-01,23082
_T,2016-11-01,26061
_T,2016-12-01,34905
_T,2017-01-01,19372
_T,2017-02-01,22552
_T,2017-03-01,30226
_T,2017-04-01,25538
_T,2017-05-01,27995
_T,2017-06-01,31661
_T,2017-07-01,24444
_T,2017-08-01,22798
_T,2017-09-01,24371
_T,2017-10-01,24384
_T,2017-11-01,26386
_T,2017-12-01,30735
_T,2018-01-01,21626
_T,2018-02-01,22149
_T,2018-03-01,27646
_T,2018-04-01,26158
_T,2018-05-01,27073
_T,2018-06-01,31159
_T,2018-07-01,25006
_T,2018-08-01,21174
_T,2018-09-01,20337
_T,2018-10-01,22458
_T,2018-11-01,23781
_T,2018-12-01,27222
_T,2019-01-01,20777
_T,2019-02-01,22079
_T,2019-03-01,28983
_T,2019-04-01,28097
_T,2019-05-01,27813
_T,2019-06-01,28174
_T,2019-07-01,24985
_T,2019-08-01,19235
_T,2019-09-01,24021
_T,2019-10-01,25692
_T,2019-11-01,24040
_T,2019-12-01,34250
_T,2020-01-01,18765
_T,2020-02-01,18990
_T,2020-03-01,17571
_T,2020-04-01,9007
_T,2020-05-01,13751
_T,2020-06-01,24321
_T,2020-07-01,22207
_T,2020-08-01,15998
_T,2020-09-01,21047
_T,2020-10-01,20845
_T,2020-11-01,22624
_T,2020-12-01,29003
_T,2021-01-01,15222
_T,2021-02-01,16030
_T,2021-03-01,24928
_T,2021-04-01,21753
_T,2021-05-01,19796
_T,2021-06-01,25752
_T,2021-07-01,19084
_T,2021-08-01,16316
_T,2021-09-01,19466
_T,2021-10-01,14935
_T,2021-11-01,18656
_T,2021-12-01,24156
_T,2022-01-01,15936
_T,2022-02-01,16511
_T,2022-03-01,21469
_T,2022-04-01,15440
_T,2022-05-01,18209
_T,2022-06-01,21001
_T,2022-07-01,15375
_T,2022-08-01,16244
_T,2022-09-01,20713
_T,2022-10-01,17020
_T,2022-11-01,21122
_T,2022-12-01,24417
_T,2023-01-01,16429
_T,2023-02-01,17053
_T,2023-03-01,24963
_T,2023-04-01,17917
_T,2023-05-01,21360
_T,2023-06-01,24843
_T,2023-07-01,18235
_T,2023-08-01,18815
_T,2023-09-01,21462
_T,2023-10-01,20086
_T,2023-11-01,21649
_T,2023-12-01,26624
_T,2024-01-01,15189
_T,2024-02-01,18355
_T,2024-03-01,23458
_T,2024-04-01,19628
_T,2024-05-01,20927
_T,2024-06-01,22603
_T,2024-07-01,17953
_T,2024-08-01,15820
_T,2024-09-01,19992
_T,2024-10-01,18312
_T,2024-11-01,19582
_T,2024-12-01,24910
_T,2025-01-01,14842
_T,2025-02-01,16113
_T,2025-03-01,21703
_T,2025-04-01,18457
_T,2025-05-01,19842
_T,2025-06-01,22456
_T,2025-07-01,18284
_T,2025-08-01,16094
_T,2025-09-01,19885
_T,2025-10-01,18327
_T,2025-11-01,19567
_T,2025-12-01,26146
_T,2026-01-01,14070
_T,2026-02-01,15664
_T,2026-03-01,23173
_T,2026-04-01,18317
_T,2026-05-01,19689
_T,2026-06-01,25381
_T,2026-07-01,18792
