canton,fuel,date,value
11,PH,2010-06-01,12
11,PH,2010-07-01,5
11,PH,2010-08-01,8
11,PH,2010-09-01,3
11,PH,2010-10-01,6
11,PH,2010-11-01,11
11,PH,2010-12-01,8
11,PH,2011-01-01,13
11,PH,2011-02-01,4
11,PH,2011-03-01,11
11,PH,2011-04-01,11
11,PH,2011-05-01,8
11,PH,2011-06-01,6
11,PH,2011-07-01,8
11,PH,2011-08-01,9
11,PH,2011-09-01,13
11,PH,2011-10-01,7
11,PH,2011-11-01,6
11,PH,2011-12-01,5
11,PH,2012-01-01,2
11,PH,2012-02-01,4
11,PH,2012-03-01,13
11,PH,2012-04-01,9
11,PH,2012-05-01,7
11,PH,2012-06-01,11
11,PH,2012-07-01,8
11,PH,2012-08-01,6
11,PH,2012-09-01,11
11,PH,2012-10-01,11
11,PH,2012-11-01,9
11,PH,2012-12-01,8
11,PH,2013-01-01,9
11,PH,2013-02-01,13
11,PH,2013-03-01,14
11,PH,2013-04-01,6
11,PH,2013-05-01,11
11,PH,2013-06-01,5
11,PH,2013-07-01,7
11,PH,2013-08-01,10
11,PH,2013-09-01,16
11,PH,2013-10-01,9
11,PH,2013-11-01,6
11,PH,2013-12-01,17
11,PH,2014-01-01,8
11,PH,2014-02-01,8
11,PH,2014-03-01,7
11,PH,2014-04-01,14
11,PH,2014-05-01,12
11,PH,2014-06-01,9
11,PH,2014-07-01,11
11,PH,2014-08-01,5
11,PH,2014-09-01,6
11,PH,2014-10-01,10
11,PH,2014-11-01,7
11,PH,2014-12-01,10
11,PH,2015-01-01,4
11,PH,2015-02-01,8
11,PH,2015-03-01,21
11,PH,2015-04-01,8
11,PH,2015-05-01,15
11,PH,2015-06-01,7
11,PH,2015-07-01,5
11,PH,2015-08-01,9
11,PH,2015-09-01,14
11,PH,2015-10-01,10
11,PH,2015-11-01,7
11,PH,2015-12-01,5
11,PH,2016-01-01,5
11,PH,2016-02-01,7
11,PH,2016-03-01,16
11,PH,2016-04-01,11
11,PH,2016-05-01,17
11,PH,2016-06-01,14
11,PH,2016-07-01,13
11,PH,2016-08-01,13
11,PH,2016-09-01,21
11,PH,2016-10-01,13
11,PH,2016-11-01,14
11,PH,2016-12-01,8
11,PH,2017-01-01,4
11,PH,2017-02-01,14
11,PH,2017-03-01,23
11,PH,2017-04-01,15
11,PH,2017-05-01,12
11,PH,2017-06-01,20
11,PH,2017-07-01,7
11,PH,2017-08-01,11
11,PH,2017-09-01,19
11,PH,2017-10-01,22
11,PH,2017-11-01,10
11,PH,2017-12-01,16
11,PH,2018-01-01,19
11,PH,2018-02-01,9
11,PH,2018-03-01,11
11,PH,2018-04-01,21
11,PH,2018-05-01,15
11,PH,2018-06-01,13
11,PH,2018-07-01,17
11,PH,2018-08-01,9
11,PH,2018-09-01,22
11,PH,2018-10-01,29
11,PH,2018-11-01,20
11,PH,2018-12-01,12
11,PH,2019-01-01,10
11,PH,2019-02-01,19
11,PH,2019-03-01,23
11,PH,2019-04-01,39
11,PH,2019-05-01,32
11,PH,2019-06-01,37
11,PH,2019-07-01,37
11,PH,2019-08-01,34
11,PH,2019-09-01,34
11,PH,2019-10-01,20
11,PH,2019-11-01,36
11,PH,2019-12-01,42
11,PH,2020-01-01,31
11,PH,2020-02-01,49
11,PH,2020-03-01,70
11,PH,2020-04-01,27
11,PH,2020-05-01,38
11,PH,2020-06-01,60
11,PH,2020-07-01,53
11,PH,2020-08-01,54
11,PH,2020-09-01,79
11,PH,2020-10-01,69
11,PH,2020-11-01,71
11,PH,2020-12-01,98
11,PH,2021-01-01,75
11,PH,2021-02-01,101
11,PH,2021-03-01,118
11,PH,2021-04-01,98
11,PH,2021-05-01,94
11,PH,2021-06-01,104
11,PH,2021-07-01,85
11,PH,2021-08-01,89
11,PH,2021-09-01,101
11,PH,2021-10-01,89
11,PH,2021-11-01,84
11,PH,2021-12-01,116
11,PH,2022-01-01,75
11,PH,2022-02-01,95
11,PH,2022-03-01,138
11,PH,2022-04-01,78
11,PH,2022-05-01,99
11,PH,2022-06-01,118
11,PH,2022-07-01,92
11,PH,2022-08-01,107
11,PH,2022-09-01,110
11,PH,2022-10-01,110
11,PH,2022-11-01,109
11,PH,2022-12-01,106
11,PH,2023-01-01,103
11,PH,2023-02-01,97
11,PH,2023-03-01,148
11,PH,2023-04-01,110
11,PH,2023-05-01,109
11,PH,2023-06-01,146
11,PH,2023-07-01,101
11,PH,2023-08-01,149
11,PH,2023-09-01,130
11,PH,2023-10-01,124
11,PH,2023-11-01,142
11,PH,2023-12-01,144
11,PH,2024-01-01,109
11,PH,2024-02-01,148
11,PH,2024-03-01,158
11,PH,2024-04-01,119
11,PH,2024-05-01,125
11,PH,2024-06-01,166
11,PH,2024-07-01,134
11,PH,2024-08-01,126
11,PH,2024-09-01,121
11,PH,2024-10-01,126
11,PH,2024-11-01,150
11,PH,2024-12-01,149
11,PH,2025-01-01,118
11,PH,2025-02-01,118
11,PH,2025-03-01,162
11,PH,2025-04-01,137
11,PH,2025-05-01,163
11,PH,2025-06-01,158
11,PH,2025-07-01,138
11,PH,2025-08-01,112
11,PH,2025-09-01,158
11,PH,2025-10-01,129
11,PH,2025-11-01,136
11,PH,2025-12-01,167
11,PH,2026-01-01,129
11,PH,2026-02-01,139
11,PH,2026-03-01,205
11,PH,2026-04-01,150
11,PH,2026-05-01,139
11,PH,2026-06-01,168
11,PH,2026-07-01,149
11,PH,2026-08-01,133
11,_O,2005-01-01,0
11,_O,2005-02-01,0
11,_O,2005-03-01,0
11,_O,2005-04-01,0
11,_O,2005-05-01,0
11,_O,2005-06-01,0
11,_O,2005-07-01,0
11,_O,2005-08-01,1
11,_O,2005-09-01,0
11,_O,2005-10-01,0
11,_O,2005-11-01,0
11,_O,2005-12-01,0
11,_O,2006-01-01,1
11,_O,2006-02-01,1
11,_O,2006-03-01,1
11,_O,2006-04-01,0
11,_O,2006-05-01,0
11,_O,2006-06-01,2
11,_O,2006-07-01,1
11,_O,2006-08-01,0
11,_O,2006-09-01,0
11,_O,2006-10-01,1
11,_O,2006-11-01,0
11,_O,2006-12-01,1
11,_O,2007-01-01,0
11,_O,2007-02-01,0
11,_O,2007-03-01,4
11,_O,2007-04-01,2
11,_O,2007-05-01,3
11,_O,2007-06-01,3
11,_O,2007-07-01,10
11,_O,2007-08-01,9
11,_O,2007-09-01,1
11,_O,2007-10-01,4
11,_O,2007-11-01,1
11,_O,2007-12-01,3
11,_O,2008-01-01,9
11,_O,2008-02-01,6
11,_O,2008-03-01,5
11,_O,2008-04-01,5
11,_O,2008-05-01,2
11,_O,2008-06-01,3
11,_O,2008-07-01,2
11,_O,2008-08-01,3
11,_O,2008-09-01,1
11,_O,2008-10-01,7
11,_O,2008-11-01,1
11,_O,2008-12-01,1
11,_O,2009-01-01,2
11,_O,2009-02-01,1
11,_O,2009-03-01,4
11,_O,2009-04-01,7
11,_O,2009-05-01,1
11,_O,2009-06-01,2
11,_O,2009-07-01,1
11,_O,2009-08-01,2
11,_O,2009-09-01,2
11,_O,2009-10-01,2
11,_O,2009-11-01,0
11,_O,2009-12-01,3
11,_O,2010-01-01,0
11,_O,2010-02-01,0
11,_O,2010-03-01,2
11,_O,2010-04-01,1
11,_O,2010-05-01,1
11,_O,2010-06-01,0
11,_O,2010-07-01,0
11,_O,2010-08-01,0
11,_O,2010-09-01,3
11,_O,2010-10-01,0
11,_O,2010-11-01,0
11,_O,2010-12-01,0
11,_O,2011-01-01,0
11,_O,2011-02-01,0
11,_O,2011-03-01,2
11,_O,2011-04-01,1
11,_O,2011-05-01,2
11,_O,2011-06-01,2
11,_O,2011-07-01,0
11,_O,2011-08-01,0
11,_O,2011-09-01,1
11,_O,2011-10-01,1
11,_O,2011-11-01,2
11,_O,2011-12-01,1
11,_O,2012-01-01,1
11,_O,2012-02-01,0
11,_O,2012-03-01,2
11,_O,2012-04-01,2
11,_O,2012-05-01,0
11,_O,2012-06-01,1
11,_O,2012-07-01,1
11,_O,2012-08-01,1
11,_O,2012-09-01,1
11,_O,2012-10-01,0
11,_O,2012-11-01,0
11,_O,2012-12-01,1
11,_O,2013-01-01,1
11,_O,2013-02-01,0
11,_O,2013-03-01,0
11,_O,2013-04-01,0
11,_O,2013-05-01,0
11,_O,2013-06-01,0
11,_O,2013-07-01,1
11,_O,2013-08-01,0
11,_O,2013-09-01,0
11,_O,2013-10-01,1
11,_O,2013-11-01,0
11,_O,2013-12-01,0
11,_O,2014-01-01,1
11,_O,2014-02-01,0
11,_O,2014-03-01,0
11,_O,2014-04-01,0
11,_O,2014-05-01,0
11,_O,2014-06-01,0
11,_O,2014-07-01,1
11,_O,2014-08-01,0
11,_O,2014-09-01,0
11,_O,2014-10-01,0
11,_O,2014-11-01,0
11,_O,2014-12-01,0
11,_O,2015-01-01,0
11,_O,2015-02-01,0
11,_O,2015-03-01,0
11,_O,2015-04-01,0
11,_O,2015-05-01,0
11,_O,2015-06-01,0
11,_O,2015-07-01,0
11,_O,2015-08-01,0
11,_O,2015-09-01,0
11,_O,2015-10-01,0
11,_O,2015-11-01,0
11,_O,2015-12-01,0
11,_O,2016-01-01,0
11,_O,2016-02-01,0
11,_O,2016-03-01,0
11,_O,2016-04-01,0
11,_O,2016-05-01,0
11,_O,2016-06-01,0
11,_O,2016-07-01,0
11,_O,2016-08-01,0
11,_O,2016-09-01,0
11,_O,2016-10-01,0
11,_O,2016-11-01,0
11,_O,2016-12-01,0
11,_O,2017-01-01,0
11,_O,2017-02-01,0
11,_O,2017-03-01,0
11,_O,2017-04-01,0
11,_O,2017-05-01,0
11,_O,2017-06-01,0
11,_O,2017-07-01,0
11,_O,2017-08-01,0
11,_O,2017-09-01,0
11,_O,2017-10-01,0
11,_O,2017-11-01,0
11,_O,2017-12-01,0
11,_O,2018-01-01,0
11,_O,2018-02-01,0
11,_O,2018-03-01,0
11,_O,2018-04-01,0
11,_O,2018-05-01,0
11,_O,2018-06-01,0
11,_O,2018-07-01,0
11,_O,2018-08-01,0
11,_O,2018-09-01,1
11,_O,2018-10-01,0
11,_O,2018-11-01,0
11,_O,2018-12-01,0
11,_O,2019-01-01,0
11,_O,2019-02-01,0
11,_O,2019-03-01,0
11,_O,2019-04-01,0
11,_O,2019-05-01,0
11,_O,2019-06-01,0
11,_O,2019-07-01,0
11,_O,2019-08-01,0
11,_O,2019-09-01,0
11,_O,2019-10-01,0
11,_O,2019-11-01,0
11,_O,2019-12-01,0
11,_O,2020-01-01,0
11,_O,2020-02-01,0
11,_O,2020-03-01,0
11,_O,2020-04-01,0
11,_O,2020-05-01,0
11,_O,2020-06-01,0
11,_O,2020-07-01,0
11,_O,2020-08-01,0
11,_O,2020-09-01,0
11,_O,2020-10-01,0
11,_O,2020-11-01,0
11,_O,2020-12-01,0
11,_O,2021-01-01,0
11,_O,2021-02-01,0
11,_O,2021-03-01,0
11,_O,2021-04-01,0
11,_O,2021-05-01,0
11,_O,2021-06-01,0
11,_O,2021-07-01,0
11,_O,2021-08-01,0
11,_O,2021-09-01,0
11,_O,2021-10-01,0
11,_O,2021-11-01,0
11,_O,2021-12-01,0
11,_O,2022-01-01,0
11,_O,2022-02-01,0
11,_O,2022-03-01,0
11,_O,2022-04-01,0
11,_O,2022-05-01,0
11,_O,2022-06-01,0
11,_O,2022-07-01,0
11,_O,2022-08-01,0
11,_O,2022-09-01,0
11,_O,2022-10-01,0
11,_O,2022-11-01,0
11,_O,2022-12-01,0
11,_O,2023-01-01,0
11,_O,2023-02-01,0
11,_O,2023-03-01,0
11,_O,2023-04-01,0
11,_O,2023-05-01,0
11,_O,2023-06-01,0
11,_O,2023-07-01,0
11,_O,2023-08-01,0
11,_O,2023-09-01,0
11,_O,2023-10-01,0
11,_O,2023-11-01,0
11,_O,2023-12-01,0
11,_O,2024-01-01,0
11,_O,2024-02-01,0
11,_O,2024-03-01,0
11,_O,2024-04-01,0
11,_O,2024-05-01,0
11,_O,2024-06-01,0
11,_O,2024-07-01,0
11,_O,2024-08-01,0
11,_O,2024-09-01,0
11,_O,2024-10-01,0
11,_O,2024-11-01,0
11,_O,2024-12-01,0
11,_O,2025-01-01,0
11,_O,2025-02-01,0
11,_O,2025-03-01,0
11,_O,2025-04-01,0
11,_O,2025-05-01,0
11,_O,2025-06-01,0
11,_O,2025-07-01,0
11,_O,2025-08-01,0
11,_O,2025-09-01,0
11,_O,2025-10-01,0
11,_O,2025-11-01,0
11,_O,2025-12-01,0
11,_O,2026-01-01,0
11,_O,2026-02-01,0
11,_O,2026-03-01,0
11,_O,2026-04-01,0
11,_O,2026-05-01,0
11,_O,2026-06-01,0
11,_O,2026-07-01,0
11,_O,2026-08-01,0
11,_T,2005-01-01,426
11,_T,2005-02-01,429
11,_T,2005-03-01,633
11,_T,2005-04-01,672
11,_T,2005-05-01,627
11,_T,2005-06-01,600
11,_T,2005-07-01,372
11,_T,2005-08-01,363
11,_T,2005-09-01,479
11,_T,2005-10-01,468
11,_T,2005-11-01,506
11,_T,2005-12-01,468
11,_T,2006-01-01,638
11,_T,2006-02-01,516
11,_T,2006-03-01,915
11,_T,2006-04-01,785
11,_T,2006-05-01,859
11,_T,2006-06-01,868
11,_T,2006-07-01,605
11,_T,2006-08-01,537
11,_T,2006-09-01,626
11,_T,2006-10-01,639
11,_T,2006-11-01,660
11,_T,2006-12-01,572
11,_T,2007-01-01,611
11,_T,2007-02-01,561
11,_T,2007-03-01,849
11,_T,2007-04-01,746
11,_T,2007-05-01,810
11,_T,2007-06-01,937
11,_T,2007-07-01,665
11,_T,2007-08-01,637
11,_T,2007-09-01,655
11,_T,2007-10-01,688
11,_T,2007-11-01,741
11,_T,2007-12-01,594
11,_T,2008-01-01,659
11,_T,2008-02-01,645
11,_T,2008-03-01,754
11,_T,2008-04-01,872
11,_T,2008-05-01,812
11,_T,2008-06-01,871
11,_T,2008-07-01,722
11,_T,2008-08-01,603
11,_T,2008-09-01,605
11,_T,2008-10-01,736
11,_T,2008-11-01,581
11,_T,2008-12-01,678
11,_T,2009-01-01,534
11,_T,2009-02-01,529
11,_T,2009-03-01,793
11,_T,2009-04-01,818
11,_T,2009-05-01,694
11,_T,2009-06-01,734
11,_T,2009-07-01,664
11,_T,2009-08-01,545
11,_T,2009-09-01,621
11,_T,2009-10-01,693
11,_T,2009-11-01,642
11,_T,2009-12-01,673
11,_T,2010-01-01,557
11,_T,2010-02-01,562
11,_T,2010-03-01,922
11,_T,2010-04-01,808
11,_T,2010-05-01,783
11,_T,2010-06-01,964
11,_T,2010-07-01,712
11,_T,2010-08-01,592
11,_T,2010-09-01,725
11,_T,2010-10-01,727
11,_T,2010-11-01,822
11,_T,2010-12-01,739
11,_T,2011-01-01,650
11,_T,2011-02-01,665
11,_T,2011-03-01,935
11,_T,2011-04-01,925
11,_T,2011-05-01,929
11,_T,2011-06-01,821
11,_T,2011-07-01,663
11,_T,2011-08-01,658
11,_T,2011-09-01,813
11,_T,2011-10-01,812
11,_T,2011-11-01,867
11,_T,2011-12-01,913
11,_T,2012-01-01,731
11,_T,2012-02-01,707
11,_T,2012-03-01,1043
11,_T,2012-04-01,859
11,_T,2012-05-01,864
11,_T,2012-06-01,1090
11,_T,2012-07-01,712
11,_T,2012-08-01,629
11,_T,2012-09-01,626
11,_T,2012-10-01,716
11,_T,2012-11-01,786
11,_T,2012-12-01,805
11,_T,2013-01-01,608
11,_T,2013-02-01,653
11,_T,2013-03-01,879
11,_T,2013-04-01,852
11,_T,2013-05-01,798
11,_T,2013-06-01,754
11,_T,2013-07-01,689
11,_T,2013-08-01,641
11,_T,2013-09-01,638
11,_T,2013-10-01,696
11,_T,2013-11-01,749
11,_T,2013-12-01,770
11,_T,2014-01-01,602
11,_T,2014-02-01,649
11,_T,2014-03-01,723
11,_T,2014-04-01,807
11,_T,2014-05-01,713
11,_T,2014-06-01,707
11,_T,2014-07-01,749
11,_T,2014-08-01,576
11,_T,2014-09-01,648
11,_T,2014-10-01,716
11,_T,2014-11-01,629
11,_T,2014-12-01,739
11,_T,2015-01-01,511
11,_T,2015-02-01,661
11,_T,2015-03-01,872
11,_T,2015-04-01,854
11,_T,2015-05-01,834
11,_T,2015-06-01,835
11,_T,2015-07-01,769
11,_T,2015-08-01,692
11,_T,2015-09-01,650
11,_T,2015-10-01,692
11,_T,2015-11-01,680
11,_T,2015-12-01,797
11,_T,2016-01-01,564
11,_T,2016-02-01,615
11,_T,2016-03-01,797
11,_T,2016-04-01,806
11,_T,2016-05-01,689
11,_T,2016-06-01,847
11,_T,2016-07-01,647
11,_T,2016-08-01,632
11,_T,2016-09-01,684
11,_T,2016-10-01,621
11,_T,2016-11-01,763
11,_T,2016-12-01,816
11,_T,2017-01-01,547
11,_T,2017-02-01,616
11,_T,2017-03-01,830
11,_T,2017-04-01,713
11,_T,2017-05-01,752
11,_T,2017-06-01,862
11,_T,2017-07-01,685
11,_T,2017-08-01,614
11,_T,2017-09-01,710
11,_T,2017-10-01,696
11,_T,2017-11-01,665
11,_T,2017-12-01,731
11,_T,2018-01-01,687
11,_T,2018-02-01,639
11,_T,2018-03-01,783
11,_T,2018-04-01,762
11,_T,2018-05-01,787
11,_T,2018-06-01,823
11,_T,2018-07-01,695
11,_T,2018-08-01,616
11,_T,2018-09-01,613
11,_T,2018-10-01,670
11,_T,2018-11-01,669
11,_T,2018-12-01,711
11,_T,2019-01-01,630
11,_T,2019-02-01,640
11,_T,2019-03-01,845
11,_T,2019-04-01,830
11,_T,2019-05-01,668
11,_T,2019-06-01,759
11,_T,2019-07-01,692
11,_T,2019-08-01,623
11,_T,2019-09-01,710
11,_T,2019-10-01,715
11,_T,2019-11-01,625
11,_T,2019-12-01,824
11,_T,2020-01-01,524
11,_T,2020-02-01,528
11,_T,2020-03-01,636
11,_T,2020-04-01,291
11,_T,2020-05-01,401
11,_T,2020-06-01,599
11,_T,2020-07-01,535
11,_T,2020-08-01,487
11,_T,2020-09-01,642
11,_T,2020-10-01,617
11,_T,2020-11-01,596
11,_T,2020-12-01,632
11,_T,2021-01-01,416
11,_T,2021-02-01,455
11,_T,2021-03-01,741
11,_T,2021-04-01,614
11,_T,2021-05-01,570
11,_T,2021-06-01,611
11,_T,2021-07-01,500
11,_T,2021-08-01,468
11,_T,2021-09-01,533
11,_T,2021-10-01,417
11,_T,2021-11-01,527
11,_T,2021-12-01,672
11,_T,2022-01-01,473
11,_T,2022-02-01,493
11,_T,2022-03-01,620
11,_T,2022-04-01,415
11,_T,2022-05-01,480
11,_T,2022-06-01,558
11,_T,2022-07-01,422
11,_T,2022-08-01,451
11,_T,2022-09-01,621
11,_T,2022-10-01,497
11,_T,2022-11-01,615
11,_T,2022-12-01,661
11,_T,2023-01-01,492
11,_T,2023-02-01,489
11,_T,2023-03-01,711
11,_T,2023-04-01,485
11,_T,2023-05-01,568
11,_T,2023-06-01,697
11,_T,2023-07-01,521
11,_T,2023-08-01,588
11,_T,2023-09-01,628
11,_T,2023-10-01,558
11,_T,2023-11-01,604
11,_T,2023-12-01,697
11,_T,2024-01-01,463
11,_T,2024-02-01,547
11,_T,2024-03-01,598
11,_T,2024-04-01,515
11,_T,2024-05-01,529
11,_T,2024-06-01,613
11,_T,2024-07-01,475
11,_T,2024-08-01,485
11,_T,2024-09-01,578
11,_T,2024-10-01,494
11,_T,2024-11-01,570
11,_T,2024-12-01,651
11,_T,2025-01-01,447
11,_T,2025-02-01,437
11,_T,2025-03-01,613
11,_T,2025-04-01,520
11,_T,2025-05-01,566
11,_T,2025-06-01,565
11,_T,2025-07-01,485
11,_T,2025-08-01,435
11,_T,2025-09-01,562
11,_T,2025-10-01,545
11,_T,2025-11-01,550
11,_T,2025-12-01,690
11,_T,2026-01-01,416
11,_T,2026-02-01,429
11,_T,2026-03-01,659
11,_T,2026-04-01,497
11,_T,2026-05-01,477
11,_T,2026-06-01,698
11,_T,2026-07-01,476
11,_T,2026-08-01,445
12,DC,2005-01-01,132
12,DC,2005-02-01,233
12,DC,2005-03-01,250
12,DC,2005-04-01,211
12,DC,2005-05-01,176
12,DC,2005-06-01,302
12,DC,2005-07-01,214
12,DC,2005-08-01,211
12,DC,2005-09-01,221
12,DC,2005-10-01,199
12,DC,2005-11-01,201
12,DC,2005-12-01,285
12,DC,2006-01-01,67
12,DC,2006-02-01,111
12,DC,2006-03-01,259
12,DC,2006-04-01,182
12,DC,2006-05-01,172
12,DC,2006-06-01,203
12,DC,2006-07-01,195
12,DC,2006-08-01,179
12,DC,2006-09-01,131
12,DC,2006-10-01,305
12,DC,2006-11-01,296
12,DC,2006-12-01,296
12,DC,2007-01-01,134
12,DC,2007-02-01,265
12,DC,2007-03-01,316
12,DC,2007-04-01,278
12,DC,2007-05-01,351
12,DC,2007-06-01,409
12,DC,2007-07-01,317
12,DC,2007-08-01,323
12,DC,2007-09-01,188
12,DC,2007-10-01,266
12,DC,2007-11-01,253
12,DC,2007-12-01,409
12,DC,2008-01-01,208
12,DC,2008-02-01,276
12,DC,2008-03-01,228
12,DC,2008-04-01,226
12,DC,2008-05-01,386
12,DC,2008-06-01,315
12,DC,2008-07-01,256
12,DC,2008-08-01,250
12,DC,2008-09-01,310
12,DC,2008-10-01,245
12,DC,2008-11-01,277
12,DC,2008-12-01,468
12,DC,2009-01-01,125
12,DC,2009-02-01,185
12,DC,2009-03-01,189
12,DC,2009-04-01,149
12,DC,2009-05-01,187
12,DC,2009-06-01,315
12,DC,2009-07-01,252
12,DC,2009-08-01,195
12,DC,2009-09-01,190
12,DC,2009-10-01,158
12,DC,2009-11-01,275
12,DC,2009-12-01,380
12,DC,2010-01-01,157
12,DC,2010-02-01,191
12,DC,2010-03-01,259
12,DC,2010-04-01,158
12,DC,2010-05-01,238
12,DC,2010-06-01,358
12,DC,2010-07-01,236
12,DC,2010-08-01,239
12,DC,2010-09-01,210
12,DC,2010-10-01,206
12,DC,2010-11-01,261
12,DC,2010-12-01,468
12,DC,2011-01-01,122
12,DC,2011-02-01,160
12,DC,2011-03-01,224
12,DC,2011-04-01,245
12,DC,2011-05-01,249
12,DC,2011-06-01,321
12,DC,2011-07-01,352
12,DC,2011-08-01,242
12,DC,2011-09-01,208
12,DC,2011-10-01,249
12,DC,2011-11-01,317
12,DC,2011-12-01,548
12,DC,2012-01-01,216
12,DC,2012-02-01,189
12,DC,2012-03-01,203
12,DC,2012-04-01,192
12,DC,2012-05-01,221
12,DC,2012-06-01,454
12,DC,2012-07-01,251
12,DC,2012-08-01,325
12,DC,2012-09-01,191
12,DC,2012-10-01,228
12,DC,2012-11-01,276
12,DC,2012-12-01,536
12,DC,2013-01-01,213
12,DC,2013-02-01,260
12,DC,2013-03-01,279
12,DC,2013-04-01,224
12,DC,2013-05-01,294
12,DC,2013-06-01,543
12,DC,2013-07-01,400
12,DC,2013-08-01,244
12,DC,2013-09-01,230
12,DC,2013-10-01,270
12,DC,2013-11-01,314
12,DC,2013-12-01,592
12,DC,2014-01-01,236
12,DC,2014-02-01,345
12,DC,2014-03-01,224
12,DC,2014-04-01,197
12,DC,2014-05-01,317
12,DC,2014-06-01,445
12,DC,2014-07-01,566
12,DC,2014-08-01,233
12,DC,2014-09-01,182
12,DC,2014-10-01,248
12,DC,2014-11-01,217
12,DC,2014-12-01,611
12,DC,2015-01-01,202
12,DC,2015-02-01,133
12,DC,2015-03-01,262
12,DC,2015-04-01,178
12,DC,2015-05-01,177
12,DC,2015-06-01,359
12,DC,2015-07-01,369
12,DC,2015-08-01,215
12,DC,2015-09-01,147
12,DC,2015-10-01,235
12,DC,2015-11-01,286
12,DC,2015-12-01,511
12,DC,2016-01-01,191
12,DC,2016-02-01,166
12,DC,2016-03-01,179
12,DC,2016-04-01,180
12,DC,2016-05-01,200
12,DC,2016-06-01,329
12,DC,2016-07-01,518
12,DC,2016-08-01,374
12,DC,2016-09-01,252
12,DC,2016-10-01,157
12,DC,2016-11-01,172
12,DC,2016-12-01,512
12,DC,2017-01-01,178
12,DC,2017-02-01,256
12,DC,2017-03-01,209
12,DC,2017-04-01,188
12,DC,2017-05-01,239
12,DC,2017-06-01,424
12,DC,2017-07-01,252
12,DC,2017-08-01,255
12,DC,2017-09-01,193
12,DC,2017-10-01,169
12,DC,2017-11-01,194
12,DC,2017-12-01,434
12,DC,2018-01-01,80
12,DC,2018-02-01,82
12,DC,2018-03-01,106
12,DC,2018-04-01,86
12,DC,2018-05-01,65
12,DC,2018-06-01,79
12,DC,2018-07-01,75
12,DC,2018-08-01,77
12,DC,2018-09-01,74
12,DC,2018-10-01,84
12,DC,2018-11-01,97
12,DC,2018-12-01,100
12,DC,2019-01-01,71
12,DC,2019-02-01,63
12,DC,2019-03-01,78
12,DC,2019-04-01,79
12,DC,2019-05-01,87
12,DC,2019-06-01,80
12,DC,2019-07-01,74
12,DC,2019-08-01,64
12,DC,2019-09-01,72
12,DC,2019-10-01,78
12,DC,2019-11-01,73
12,DC,2019-12-01,76
12,DC,2020-01-01,74
12,DC,2020-02-01,55
12,DC,2020-03-01,64
12,DC,2020-04-01,44
12,DC,2020-05-01,31
12,DC,2020-06-01,67
12,DC,2020-07-01,66
12,DC,2020-08-01,55
12,DC,2020-09-01,57
12,DC,2020-10-01,60
12,DC,2020-11-01,61
12,DC,2020-12-01,61
12,DC,2021-01-01,42
12,DC,2021-02-01,41
12,DC,2021-03-01,49
12,DC,2021-04-01,29
12,DC,2021-05-01,51
12,DC,2021-06-01,38
12,DC,2021-07-01,32
12,DC,2021-08-01,30
12,DC,2021-09-01,27
12,DC,2021-10-01,26
12,DC,2021-11-01,24
12,DC,2021-12-01,38
12,DC,2022-01-01,20
12,DC,2022-02-01,24
12,DC,2022-03-01,26
12,DC,2022-04-01,31
12,DC,2022-05-01,23
12,DC,2022-06-01,46
12,DC,2022-07-01,40
12,DC,2022-08-01,22
12,DC,2022-09-01,19
12,DC,2022-10-01,14
12,DC,2022-11-01,24
12,DC,2022-12-01,17
12,DC,2023-01-01,14
12,DC,2023-02-01,27
12,DC,2023-03-01,43
12,DC,2023-04-01,16
12,DC,2023-05-01,24
12,DC,2023-06-01,24
12,DC,2023-07-01,28
12,DC,2023-08-01,21
12,DC,2023-09-01,14
12,DC,2023-10-01,16
12,DC,2023-11-01,25
12,DC,2023-12-01,26
12,DC,2024-01-01,17
12,DC,2024-02-01,16
12,DC,2024-03-01,32
12,DC,2024-04-01,27
12,DC,2024-05-01,22
12,DC,2024-06-01,20
12,DC,2024-07-01,22
12,DC,2024-08-01,18
12,DC,2024-09-01,17
12,DC,2024-10-01,21
12,DC,2024-11-01,25
12,DC,2024-12-01,22
12,DC,2025-01-01,21
12,DC,2025-02-01,13
12,DC,2025-03-01,14
12,DC,2025-04-01,23
12,DC,2025-05-01,20
12,DC,2025-06-01,20
12,DC,2025-07-01,25
12,DC,2025-08-01,21
12,DC,2025-09-01,10
12,DC,2025-10-01,15
12,DC,2025-11-01,11
12,DC,2025-12-01,7
12,DC,2026-01-01,13
12,DC,2026-02-01,16
12,DC,2026-03-01,28
12,DC,2026-04-01,12
12,DC,2026-05-01,13
12,DC,2026-06-01,6
12,DC,2026-07-01,11
12,DC,2026-08-01,12
12,DH,2005-01-01,0
12,DH,2005-02-01,0
12,DH,2005-03-01,0
12,DH,2005-04-01,0
12,DH,2005-05-01,0
12,DH,2005-06-01,0
12,DH,2005-07-01,0
12,DH,2005-08-01,0
12,DH,2005-09-01,0
12,DH,2005-10-01,0
12,DH,2005-11-01,0
12,DH,2005-12-01,0
12,DH,2006-01-01,0
12,DH,2006-02-01,0
12,DH,2006-03-01,0
12,DH,2006-04-01,0
12,DH,2006-05-01,0
12,DH,2006-06-01,0
12,DH,2006-07-01,0
12,DH,2006-08-01,0
12,DH,2006-09-01,0
12,DH,2006-10-01,0
12,DH,2006-11-01,0
12,DH,2006-12-01,0
