canton,fuel,date,value
19,HD,2024-04-01,7
19,HD,2024-05-01,6
19,HD,2024-06-01,5
19,HD,2024-07-01,2
19,HD,2024-08-01,2
19,HD,2024-09-01,5
19,HD,2024-10-01,1
19,HD,2024-11-01,4
19,HD,2024-12-01,1
19,HD,2025-01-01,2
19,HD,2025-02-01,1
19,HD,2025-03-01,6
19,HD,2025-04-01,1
19,HD,2025-05-01,2
19,HD,2025-06-01,5
19,HD,2025-07-01,0
19,HD,2025-08-01,0
19,HD,2025-09-01,5
19,HD,2025-10-01,2
19,HD,2025-11-01,4
19,HD,2025-12-01,2
19,HD,2026-01-01,0
19,HD,2026-02-01,3
19,HD,2026-03-01,2
19,HD,2026-04-01,3
19,HD,2026-05-01,0
19,HD,2026-06-01,8
19,HD,2026-07-01,3
19,HD,2026-08-01,1
19,HP,2005-01-01,0
19,HP,2005-02-01,0
19,HP,2005-03-01,0
19,HP,2005-04-01,0
19,HP,2005-05-01,0
19,HP,2005-06-01,0
19,HP,2005-07-01,0
19,HP,2005-08-01,0
19,HP,2005-09-01,0
19,HP,2005-10-01,0
19,HP,2005-11-01,0
19,HP,2005-12-01,0
19,HP,2006-01-01,0
19,HP,2006-02-01,0
19,HP,2006-03-01,0
19,HP,2006-04-01,0
19,HP,2006-05-01,0
19,HP,2006-06-01,0
19,HP,2006-07-01,0
19,HP,2006-08-01,0
19,HP,2006-09-01,0
19,HP,2006-10-01,0
19,HP,2006-11-01,0
19,HP,2006-12-01,0
19,HP,2007-01-01,0
19,HP,2007-02-01,0
19,HP,2007-03-01,0
19,HP,2007-04-01,0
19,HP,2007-05-01,0
19,HP,2007-06-01,0
19,HP,2007-07-01,0
19,HP,2007-08-01,0
19,HP,2007-09-01,0
19,HP,2007-10-01,0
19,HP,2007-11-01,0
19,HP,2007-12-01,0
19,HP,2008-01-01,0
19,HP,2008-02-01,0
19,HP,2008-03-01,0
19,HP,2008-04-01,0
19,HP,2008-05-01,0
19,HP,2008-06-01,0
19,HP,2008-07-01,0
19,HP,2008-08-01,0
19,HP,2008-09-01,0
19,HP,2008-10-01,0
19,HP,2008-11-01,0
19,HP,2008-12-01,0
19,HP,2009-01-01,0
19,HP,2009-02-01,0
19,HP,2009-03-01,0
19,HP,2009-04-01,0
19,HP,2009-05-01,0
19,HP,2009-06-01,0
19,HP,2009-07-01,0
19,HP,2009-08-01,0
19,HP,2009-09-01,0
19,HP,2009-10-01,0
19,HP,2009-11-01,0
19,HP,2009-12-01,0
19,HP,2010-01-01,0
19,HP,2010-02-01,0
19,HP,2010-03-01,0
19,HP,2010-04-01,0
19,HP,2010-05-01,0
19,HP,2010-06-01,1
19,HP,2010-07-01,0
19,HP,2010-08-01,0
19,HP,2010-09-01,0
19,HP,2010-10-01,0
19,HP,2010-11-01,0
19,HP,2010-12-01,0
19,HP,2011-01-01,0
19,HP,2011-02-01,0
19,HP,2011-03-01,2
19,HP,2011-04-01,0
19,HP,2011-05-01,0
19,HP,2011-06-01,0
19,HP,2011-07-01,0
19,HP,2011-08-01,0
19,HP,2011-09-01,0
19,HP,2011-10-01,0
19,HP,2011-11-01,0
19,HP,2011-12-01,0
19,HP,2012-01-01,2
19,HP,2012-02-01,0
19,HP,2012-03-01,1
19,HP,2012-04-01,8
19,HP,2012-05-01,7
19,HP,2012-06-01,3
19,HP,2012-07-01,7
19,HP,2012-08-01,6
19,HP,2012-09-01,5
19,HP,2012-10-01,3
19,HP,2012-11-01,0
19,HP,2012-12-01,1
19,HP,2013-01-01,2
19,HP,2013-02-01,3
19,HP,2013-03-01,2
19,HP,2013-04-01,6
19,HP,2013-05-01,3
19,HP,2013-06-01,3
19,HP,2013-07-01,3
19,HP,2013-08-01,1
19,HP,2013-09-01,6
19,HP,2013-10-01,1
19,HP,2013-11-01,4
19,HP,2013-12-01,6
19,HP,2014-01-01,3
19,HP,2014-02-01,6
19,HP,2014-03-01,4
19,HP,2014-04-01,15
19,HP,2014-05-01,3
19,HP,2014-06-01,4
19,HP,2014-07-01,4
19,HP,2014-08-01,6
19,HP,2014-09-01,5
19,HP,2014-10-01,7
19,HP,2014-11-01,6
19,HP,2014-12-01,9
19,HP,2015-01-01,9
19,HP,2015-02-01,15
19,HP,2015-03-01,24
19,HP,2015-04-01,29
19,HP,2015-05-01,30
19,HP,2015-06-01,23
19,HP,2015-07-01,16
19,HP,2015-08-01,13
19,HP,2015-09-01,22
19,HP,2015-10-01,17
19,HP,2015-11-01,22
19,HP,2015-12-01,27
19,HP,2016-01-01,17
19,HP,2016-02-01,15
19,HP,2016-03-01,19
19,HP,2016-04-01,17
19,HP,2016-05-01,13
19,HP,2016-06-01,18
19,HP,2016-07-01,18
19,HP,2016-08-01,22
19,HP,2016-09-01,26
19,HP,2016-10-01,17
19,HP,2016-11-01,17
19,HP,2016-12-01,21
19,HP,2017-01-01,19
19,HP,2017-02-01,12
19,HP,2017-03-01,21
19,HP,2017-04-01,22
19,HP,2017-05-01,32
19,HP,2017-06-01,26
19,HP,2017-07-01,16
19,HP,2017-08-01,28
19,HP,2017-09-01,27
19,HP,2017-10-01,22
19,HP,2017-11-01,26
19,HP,2017-12-01,33
19,HP,2018-01-01,19
19,HP,2018-02-01,20
19,HP,2018-03-01,32
19,HP,2018-04-01,24
19,HP,2018-05-01,33
19,HP,2018-06-01,40
19,HP,2018-07-01,24
19,HP,2018-08-01,19
19,HP,2018-09-01,15
19,HP,2018-10-01,38
19,HP,2018-11-01,27
19,HP,2018-12-01,40
19,HP,2019-01-01,24
19,HP,2019-02-01,19
19,HP,2019-03-01,24
19,HP,2019-04-01,13
19,HP,2019-05-01,11
19,HP,2019-06-01,13
19,HP,2019-07-01,20
19,HP,2019-08-01,17
19,HP,2019-09-01,34
19,HP,2019-10-01,32
19,HP,2019-11-01,28
19,HP,2019-12-01,84
19,HP,2020-01-01,50
19,HP,2020-02-01,55
19,HP,2020-03-01,93
19,HP,2020-04-01,39
19,HP,2020-05-01,46
19,HP,2020-06-01,72
19,HP,2020-07-01,76
19,HP,2020-08-01,92
19,HP,2020-09-01,127
19,HP,2020-10-01,103
19,HP,2020-11-01,133
19,HP,2020-12-01,195
19,HP,2021-01-01,89
19,HP,2021-02-01,91
19,HP,2021-03-01,161
19,HP,2021-04-01,169
19,HP,2021-05-01,120
19,HP,2021-06-01,152
19,HP,2021-07-01,121
19,HP,2021-08-01,136
19,HP,2021-09-01,143
19,HP,2021-10-01,120
19,HP,2021-11-01,131
19,HP,2021-12-01,161
19,HP,2022-01-01,121
19,HP,2022-02-01,89
19,HP,2022-03-01,125
19,HP,2022-04-01,102
19,HP,2022-05-01,124
19,HP,2022-06-01,97
19,HP,2022-07-01,75
19,HP,2022-08-01,81
19,HP,2022-09-01,133
19,HP,2022-10-01,118
19,HP,2022-11-01,127
19,HP,2022-12-01,123
19,HP,2023-01-01,105
19,HP,2023-02-01,116
19,HP,2023-03-01,146
19,HP,2023-04-01,109
19,HP,2023-05-01,130
19,HP,2023-06-01,161
19,HP,2023-07-01,129
19,HP,2023-08-01,145
19,HP,2023-09-01,150
19,HP,2023-10-01,164
19,HP,2023-11-01,141
19,HP,2023-12-01,200
19,HP,2024-01-01,108
19,HP,2024-02-01,107
19,HP,2024-03-01,146
19,HP,2024-04-01,114
19,HP,2024-05-01,115
19,HP,2024-06-01,121
19,HP,2024-07-01,122
19,HP,2024-08-01,96
19,HP,2024-09-01,132
19,HP,2024-10-01,117
19,HP,2024-11-01,122
19,HP,2024-12-01,157
19,HP,2025-01-01,95
19,HP,2025-02-01,105
19,HP,2025-03-01,137
19,HP,2025-04-01,124
19,HP,2025-05-01,122
19,HP,2025-06-01,126
19,HP,2025-07-01,144
19,HP,2025-08-01,159
19,HP,2025-09-01,181
19,HP,2025-10-01,181
19,HP,2025-11-01,174
19,HP,2025-12-01,217
19,HP,2026-01-01,128
19,HP,2026-02-01,123
19,HP,2026-03-01,238
19,HP,2026-04-01,121
19,HP,2026-05-01,176
19,HP,2026-06-01,195
19,HP,2026-07-01,158
19,HP,2026-08-01,119
19,NM,2005-01-01,0
19,NM,2005-02-01,0
19,NM,2005-03-01,0
19,NM,2005-04-01,0
19,NM,2005-05-01,0
19,NM,2005-06-01,0
19,NM,2005-07-01,0
19,NM,2005-08-01,0
19,NM,2005-09-01,0
19,NM,2005-10-01,0
19,NM,2005-11-01,0
19,NM,2005-12-01,0
19,NM,2006-01-01,0
19,NM,2006-02-01,0
19,NM,2006-03-01,0
19,NM,2006-04-01,0
19,NM,2006-05-01,0
19,NM,2006-06-01,0
19,NM,2006-07-01,0
19,NM,2006-08-01,0
19,NM,2006-09-01,0
19,NM,2006-10-01,0
19,NM,2006-11-01,0
19,NM,2006-12-01,0
19,NM,2007-01-01,0
19,NM,2007-02-01,0
19,NM,2007-03-01,0
19,NM,2007-04-01,0
19,NM,2007-05-01,0
19,NM,2007-06-01,0
19,NM,2007-07-01,0
19,NM,2007-08-01,0
19,NM,2007-09-01,0
19,NM,2007-10-01,0
19,NM,2007-11-01,0
19,NM,2007-12-01,0
19,NM,2008-01-01,0
19,NM,2008-02-01,0
19,NM,2008-03-01,0
19,NM,2008-04-01,0
19,NM,2008-05-01,0
19,NM,2008-06-01,0
19,NM,2008-07-01,0
19,NM,2008-08-01,0
19,NM,2008-09-01,0
19,NM,2008-10-01,0
19,NM,2008-11-01,0
19,NM,2008-12-01,0
19,NM,2009-01-01,0
19,NM,2009-02-01,0
19,NM,2009-03-01,0
19,NM,2009-04-01,0
19,NM,2009-05-01,0
19,NM,2009-06-01,0
19,NM,2009-07-01,0
19,NM,2009-08-01,0
19,NM,2009-09-01,0
19,NM,2009-10-01,0
19,NM,2009-11-01,0
19,NM,2009-12-01,0
19,NM,2010-01-01,0
19,NM,2010-02-01,0
19,NM,2010-03-01,0
19,NM,2010-04-01,0
19,NM,2010-05-01,0
19,NM,2010-06-01,0
19,NM,2010-07-01,0
19,NM,2010-08-01,0
19,NM,2010-09-01,0
19,NM,2010-10-01,0
19,NM,2010-11-01,0
19,NM,2010-12-01,0
19,NM,2011-01-01,0
19,NM,2011-02-01,0
19,NM,2011-03-01,0
19,NM,2011-04-01,0
19,NM,2011-05-01,0
19,NM,2011-06-01,0
19,NM,2011-07-01,0
19,NM,2011-08-01,0
19,NM,2011-09-01,0
19,NM,2011-10-01,0
19,NM,2011-11-01,0
19,NM,2011-12-01,0
19,NM,2012-01-01,0
19,NM,2012-02-01,0
19,NM,2012-03-01,0
19,NM,2012-04-01,0
19,NM,2012-05-01,0
19,NM,2012-06-01,0
19,NM,2012-07-01,0
19,NM,2012-08-01,0
19,NM,2012-09-01,0
19,NM,2012-10-01,0
19,NM,2012-11-01,0
19,NM,2012-12-01,0
19,NM,2013-01-01,0
19,NM,2013-02-01,0
19,NM,2013-03-01,0
19,NM,2013-04-01,0
19,NM,2013-05-01,0
19,NM,2013-06-01,0
19,NM,2013-07-01,0
19,NM,2013-08-01,0
19,NM,2013-09-01,0
19,NM,2013-10-01,0
19,NM,2013-11-01,0
19,NM,2013-12-01,0
19,NM,2014-01-01,0
19,NM,2014-02-01,0
19,NM,2014-03-01,0
19,NM,2014-04-01,0
19,NM,2014-05-01,0
19,NM,2014-06-01,0
19,NM,2014-07-01,0
19,NM,2014-08-01,0
19,NM,2014-09-01,0
19,NM,2014-10-01,0
19,NM,2014-11-01,0
19,NM,2014-12-01,0
19,NM,2015-01-01,0
19,NM,2015-02-01,0
19,NM,2015-03-01,0
19,NM,2015-04-01,0
19,NM,2015-05-01,0
19,NM,2015-06-01,0
19,NM,2015-07-01,0
19,NM,2015-08-01,0
19,NM,2015-09-01,0
19,NM,2015-10-01,0
19,NM,2015-11-01,0
19,NM,2015-12-01,0
19,NM,2016-01-01,0
19,NM,2016-02-01,0
19,NM,2016-03-01,0
19,NM,2016-04-01,0
19,NM,2016-05-01,0
19,NM,2016-06-01,0
19,NM,2016-07-01,0
19,NM,2016-08-01,0
19,NM,2016-09-01,0
19,NM,2016-10-01,0
19,NM,2016-11-01,0
19,NM,2016-12-01,0
19,NM,2017-01-01,0
19,NM,2017-02-01,0
19,NM,2017-03-01,0
19,NM,2017-04-01,0
19,NM,2017-05-01,0
19,NM,2017-06-01,0
19,NM,2017-07-01,0
19,NM,2017-08-01,0
19,NM,2017-09-01,0
19,NM,2017-10-01,0
19,NM,2017-11-01,0
19,NM,2017-12-01,0
19,NM,2018-01-01,0
19,NM,2018-02-01,0
19,NM,2018-03-01,0
19,NM,2018-04-01,0
19,NM,2018-05-01,0
19,NM,2018-06-01,0
19,NM,2018-07-01,0
19,NM,2018-08-01,0
19,NM,2018-09-01,0
19,NM,2018-10-01,0
19,NM,2018-11-01,0
19,NM,2018-12-01,0
19,NM,2019-01-01,0
19,NM,2019-02-01,0
19,NM,2019-03-01,0
19,NM,2019-04-01,0
19,NM,2019-05-01,0
19,NM,2019-06-01,0
19,NM,2019-07-01,0
19,NM,2019-08-01,0
19,NM,2019-09-01,0
19,NM,2019-10-01,0
19,NM,2019-11-01,0
19,NM,2019-12-01,0
19,NM,2020-01-01,0
19,NM,2020-02-01,0
19,NM,2020-03-01,0
19,NM,2020-04-01,0
19,NM,2020-05-01,0
19,NM,2020-06-01,0
19,NM,2020-07-01,0
19,NM,2020-08-01,0
19,NM,2020-09-01,0
19,NM,2020-10-01,0
19,NM,2020-11-01,0
19,NM,2020-12-01,0
19,NM,2021-01-01,0
19,NM,2021-02-01,0
19,NM,2021-03-01,0
19,NM,2021-04-01,0
19,NM,2021-05-01,0
19,NM,2021-06-01,0
19,NM,2021-07-01,0
19,NM,2021-08-01,0
19,NM,2021-09-01,0
19,NM,2021-10-01,0
19,NM,2021-11-01,0
19,NM,2021-12-01,0
19,NM,2022-01-01,0
19,NM,2022-02-01,0
19,NM,2022-03-01,0
19,NM,2022-04-01,0
19,NM,2022-05-01,0
19,NM,2022-06-01,0
19,NM,2022-07-01,0
19,NM,2022-08-01,0
19,NM,2022-09-01,0
19,NM,2022-10-01,0
19,NM,2022-11-01,0
19,NM,2022-12-01,0
19,NM,2023-01-01,0
19,NM,2023-02-01,0
19,NM,2023-03-01,0
19,NM,2023-04-01,0
19,NM,2023-05-01,0
19,NM,2023-06-01,0
19,NM,2023-07-01,0
19,NM,2023-08-01,0
19,NM,2023-09-01,0
19,NM,2023-10-01,0
19,NM,2023-11-01,0
19,NM,2023-12-01,0
19,NM,2024-01-01,0
19,NM,2024-02-01,0
19,NM,2024-03-01,0
19,NM,2024-04-01,0
19,NM,2024-05-01,0
19,NM,2024-06-01,0
19,NM,2024-07-01,0
19,NM,2024-08-01,0
19,NM,2024-09-01,0
19,NM,2024-10-01,0
19,NM,2024-11-01,0
19,NM,2024-12-01,0
19,NM,2025-01-01,0
19,NM,2025-02-01,0
19,NM,2025-03-01,0
19,NM,2025-04-01,0
19,NM,2025-05-01,0
19,NM,2025-06-01,0
19,NM,2025-07-01,0
19,NM,2025-08-01,0
19,NM,2025-09-01,0
19,NM,2025-10-01,0
19,NM,2025-11-01,0
19,NM,2025-12-01,0
19,NM,2026-01-01,0
19,NM,2026-02-01,0
19,NM,2026-03-01,0
19,NM,2026-04-01,0
19,NM,2026-05-01,0
19,NM,2026-06-01,0
19,NM,2026-07-01,0
19,NM,2026-08-01,0
19,PC,2005-01-01,950
19,PC,2005-02-01,865
19,PC,2005-03-01,1378
19,PC,2005-04-01,1771
19,PC,2005-05-01,1542
19,PC,2005-06-01,1544
19,PC,2005-07-01,1143
19,PC,2005-08-01,1017
19,PC,2005-09-01,1192
19,PC,2005-10-01,1054
19,PC,2005-11-01,1236
19,PC,2005-12-01,1137
19,PC,2006-01-01,1063
19,PC,2006-02-01,946
19,PC,2006-03-01,1535
19,PC,2006-04-01,1411
19,PC,2006-05-01,1567
19,PC,2006-06-01,1530
19,PC,2006-07-01,1098
19,PC,2006-08-01,1011
19,PC,2006-09-01,1039
19,PC,2006-10-01,1128
19,PC,2006-11-01,1114
19,PC,2006-12-01,1121
19,PC,2007-01-01,927
19,PC,2007-02-01,957
19,PC,2007-03-01,1445
19,PC,2007-04-01,1335
19,PC,2007-05-01,1456
19,PC,2007-06-01,1542
19,PC,2007-07-01,1055
19,PC,2007-08-01,1087
19,PC,2007-09-01,1066
19,PC,2007-10-01,1158
19,PC,2007-11-01,1281
19,PC,2007-12-01,981
19,PC,2008-01-01,1052
19,PC,2008-02-01,1057
19,PC,2008-03-01,1296
19,PC,2008-04-01,1610
19,PC,2008-05-01,1284
19,PC,2008-06-01,1490
19,PC,2008-07-01,1190
19,PC,2008-08-01,976
19,PC,2008-09-01,1167
19,PC,2008-10-01,1240
19,PC,2008-11-01,1028
19,PC,2008-12-01,1140
19,PC,2009-01-01,903
19,PC,2009-02-01,943
19,PC,2009-03-01,1391
19,PC,2009-04-01,1454
19,PC,2009-05-01,1272
19,PC,2009-06-01,1328
19,PC,2009-07-01,1152
19,PC,2009-08-01,976
19,PC,2009-09-01,1147
19,PC,2009-10-01,1272
19,PC,2009-11-01,1191
19,PC,2009-12-01,1182
19,PC,2010-01-01,924
19,PC,2010-02-01,965
19,PC,2010-03-01,1581
19,PC,2010-04-01,1504
19,PC,2010-05-01,1363
19,PC,2010-06-01,1640
19,PC,2010-07-01,1261
19,PC,2010-08-01,1120
19,PC,2010-09-01,1258
19,PC,2010-10-01,1239
19,PC,2010-11-01,1356
19,PC,2010-12-01,1407
19,PC,2011-01-01,1068
19,PC,2011-02-01,1121
19,PC,2011-03-01,1624
19,PC,2011-04-01,1458
19,PC,2011-05-01,1556
19,PC,2011-06-01,1410
19,PC,2011-07-01,1167
19,PC,2011-08-01,1233
19,PC,2011-09-01,1520
19,PC,2011-10-01,1413
19,PC,2011-11-01,1546
19,PC,2011-12-01,1416
19,PC,2012-01-01,1131
19,PC,2012-02-01,1192
19,PC,2012-03-01,1758
19,PC,2012-04-01,1423
19,PC,2012-05-01,1426
19,PC,2012-06-01,1934
19,PC,2012-07-01,1036
19,PC,2012-08-01,969
19,PC,2012-09-01,953
19,PC,2012-10-01,1164
19,PC,2012-11-01,1220
19,PC,2012-12-01,1397
19,PC,2013-01-01,899
19,PC,2013-02-01,912
19,PC,2013-03-01,1441
19,PC,2013-04-01,1357
19,PC,2013-05-01,1234
19,PC,2013-06-01,1243
19,PC,2013-07-01,1069
19,PC,2013-08-01,1009
19,PC,2013-09-01,1069
19,PC,2013-10-01,1221
19,PC,2013-11-01,1158
19,PC,2013-12-01,1416
19,PC,2014-01-01,898
19,PC,2014-02-01,984
19,PC,2014-03-01,1233
19,PC,2014-04-01,1285
19,PC,2014-05-01,1144
19,PC,2014-06-01,1234
19,PC,2014-07-01,1216
19,PC,2014-08-01,1009
19,PC,2014-09-01,1042
19,PC,2014-10-01,1242
19,PC,2014-11-01,1058
19,PC,2014-12-01,1657
19,PC,2015-01-01,732
19,PC,2015-02-01,1063
19,PC,2015-03-01,1433
19,PC,2015-04-01,1343
19,PC,2015-05-01,1214
19,PC,2015-06-01,1461
19,PC,2015-07-01,1151
19,PC,2015-08-01,1088
19,PC,2015-09-01,1040
19,PC,2015-10-01,1101
19,PC,2015-11-01,1054
19,PC,2015-12-01,1205
19,PC,2016-01-01,867
19,PC,2016-02-01,923
19,PC,2016-03-01,1382
19,PC,2016-04-01,1282
19,PC,2016-05-01,1114
19,PC,2016-06-01,1208
19,PC,2016-07-01,985
19,PC,2016-08-01,991
19,PC,2016-09-01,1134
19,PC,2016-10-01,962
19,PC,2016-11-01,1082
19,PC,2016-12-01,1732
19,PC,2017-01-01,805
19,PC,2017-02-01,1009
19,PC,2017-03-01,1421
19,PC,2017-04-01,1123
19,PC,2017-05-01,1217
19,PC,2017-06-01,1329
19,PC,2017-07-01,1003
19,PC,2017-08-01,1072
19,PC,2017-09-01,1175
19,PC,2017-10-01,1247
19,PC,2017-11-01,1269
19,PC,2017-12-01,1371
19,PC,2018-01-01,1073
19,PC,2018-02-01,1010
19,PC,2018-03-01,1343
19,PC,2018-04-01,1424
19,PC,2018-05-01,1313
19,PC,2018-06-01,1433
19,PC,2018-07-01,1127
19,PC,2018-08-01,1076
19,PC,2018-09-01,1063
19,PC,2018-10-01,1184
19,PC,2018-11-01,1131
19,PC,2018-12-01,1191
19,PC,2019-01-01,905
19,PC,2019-02-01,1102
19,PC,2019-03-01,1490
19,PC,2019-04-01,1372
19,PC,2019-05-01,1264
19,PC,2019-06-01,1301
19,PC,2019-07-01,1118
19,PC,2019-08-01,958
19,PC,2019-09-01,1118
19,PC,2019-10-01,1225
19,PC,2019-11-01,1074
19,PC,2019-12-01,1417
19,PC,2020-01-01,788
19,PC,2020-02-01,823
19,PC,2020-03-01,796
19,PC,2020-04-01,426
19,PC,2020-05-01,631
19,PC,2020-06-01,927
19,PC,2020-07-01,814
19,PC,2020-08-01,656
19,PC,2020-09-01,798
19,PC,2020-10-01,764
19,PC,2020-11-01,737
19,PC,2020-12-01,1006
19,PC,2021-01-01,536
19,PC,2021-02-01,578
19,PC,2021-03-01,933
19,PC,2021-04-01,718
19,PC,2021-05-01,654
19,PC,2021-06-01,735
19,PC,2021-07-01,535
19,PC,2021-08-01,466
19,PC,2021-09-01,562
19,PC,2021-10-01,418
19,PC,2021-11-01,495
19,PC,2021-12-01,626
19,PC,2022-01-01,474
19,PC,2022-02-01,505
19,PC,2022-03-01,645
19,PC,2022-04-01,442
19,PC,2022-05-01,519
19,PC,2022-06-01,528
19,PC,2022-07-01,452
19,PC,2022-08-01,523
19,PC,2022-09-01,590
19,PC,2022-10-01,532
19,PC,2022-11-01,593
19,PC,2022-12-01,585
19,PC,2023-01-01,442
19,PC,2023-02-01,496
19,PC,2023-03-01,707
19,PC,2023-04-01,450
19,PC,2023-05-01,527
19,PC,2023-06-01,624
19,PC,2023-07-01,413
19,PC,2023-08-01,525
19,PC,2023-09-01,450
19,PC,2023-10-01,446
19,PC,2023-11-01,454
19,PC,2023-12-01,544
19,PC,2024-01-01,351
19,PC,2024-02-01,377
19,PC,2024-03-01,540
19,PC,2024-04-01,481
19,PC,2024-05-01,421
19,PC,2024-06-01,427
19,PC,2024-07-01,337
19,PC,2024-08-01,338
19,PC,2024-09-01,368
19,PC,2024-10-01,357
19,PC,2024-11-01,363
19,PC,2024-12-01,511
19,PC,2025-01-01,257
19,PC,2025-02-01,318
19,PC,2025-03-01,405
19,PC,2025-04-01,337
19,PC,2025-05-01,329
19,PC,2025-06-01,352
19,PC,2025-07-01,335
19,PC,2025-08-01,290
19,PC,2025-09-01,325
19,PC,2025-10-01,394
19,PC,2025-11-01,282
19,PC,2025-12-01,412
19,PC,2026-01-01,243
19,PC,2026-02-01,274
19,PC,2026-03-01,348
19,PC,2026-04-01,270
19,PC,2026-05-01,326
19,PC,2026-06-01,349
19,PC,2026-07-01,199
19,PC,2026-08-01,222
19,PH,2005-01-01,7
19,PH,2005-02-01,11
19,PH,2005-03-01,10
19,PH,2005-04-01,13
19,PH,2005-05-01,13
19,PH,2005-06-01,7
19,PH,2005-07-01,4
19,PH,2005-08-01,6
19,PH,2005-09-01,10
19,PH,2005-10-01,10
19,PH,2005-11-01,14
19,PH,2005-12-01,8
19,PH,2006-01-01,11
19,PH,2006-02-01,14
19,PH,2006-03-01,17
19,PH,2006-04-01,16
19,PH,2006-05-01,17
19,PH,2006-06-01,27
19,PH,2006-07-01,18
19,PH,2006-08-01,13
19,PH,2006-09-01,14
19,PH,2006-10-01,10
19,PH,2006-11-01,30
19,PH,2006-12-01,14
19,PH,2007-01-01,10
19,PH,2007-02-01,13
19,PH,2007-03-01,26
19,PH,2007-04-01,19
19,PH,2007-05-01,23
19,PH,2007-06-01,27
19,PH,2007-07-01,34
19,PH,2007-08-01,45
19,PH,2007-09-01,36
19,PH,2007-10-01,17
19,PH,2007-11-01,19
19,PH,2007-12-01,24
19,PH,2008-01-01,22
19,PH,2008-02-01,18
19,PH,2008-03-01,22
19,PH,2008-04-01,29
19,PH,2008-05-01,23
19,PH,2008-06-01,24
19,PH,2008-07-01,20
19,PH,2008-08-01,27
19,PH,2008-09-01,28
19,PH,2008-10-01,15
19,PH,2008-11-01,18
19,PH,2008-12-01,18
19,PH,2009-01-01,22
19,PH,2009-02-01,24
19,PH,2009-03-01,32
19,PH,2009-04-01,20
19,PH,2009-05-01,16
19,PH,2009-06-01,27
19,PH,2009-07-01,30
19,PH,2009-08-01,27
19,PH,2009-09-01,54
19,PH,2009-10-01,26
19,PH,2009-11-01,37
19,PH,2009-12-01,50
19,PH,2010-01-01,25
19,PH,2010-02-01,30
19,PH,2010-03-01,38
19,PH,2010-04-01,25
19,PH,2010-05-01,35
19,PH,2010-06-01,42
19,PH,2010-07-01,35
19,PH,2010-08-01,29
19,PH,2010-09-01,33
19,PH,2010-10-01,46
19,PH,2010-11-01,42
19,PH,2010-12-01,33
19,PH,2011-01-01,31
19,PH,2011-02-01,39
19,PH,2011-03-01,53
19,PH,2011-04-01,54
19,PH,2011-05-01,34
19,PH,2011-06-01,39
19,PH,2011-07-01,27
19,PH,2011-08-01,27
19,PH,2011-09-01,50
19,PH,2011-10-01,53
19,PH,2011-11-01,44
19,PH,2011-12-01,52
19,PH,2012-01-01,22
19,PH,2012-02-01,19
19,PH,2012-03-01,46
19,PH,2012-04-01,50
19,PH,2012-05-01,40
19,PH,2012-06-01,66
19,PH,2012-07-01,36
19,PH,2012-08-01,37
19,PH,2012-09-01,52
19,PH,2012-10-01,41
19,PH,2012-11-01,50
19,PH,2012-12-01,42
19,PH,2013-01-01,29
19,PH,2013-02-01,32
19,PH,2013-03-01,68
19,PH,2013-04-01,47
19,PH,2013-05-01,48
19,PH,2013-06-01,39
19,PH,2013-07-01,44
19,PH,2013-08-01,57
19,PH,2013-09-01,41
19,PH,2013-10-01,45
19,PH,2013-11-01,45
19,PH,2013-12-01,67
19,PH,2014-01-01,40
19,PH,2014-02-01,29
19,PH,2014-03-01,48
19,PH,2014-04-01,56
19,PH,2014-05-01,45
19,PH,2014-06-01,48
19,PH,2014-07-01,44
19,PH,2014-08-01,28
19,PH,2014-09-01,50
19,PH,2014-10-01,56
19,PH,2014-11-01,28
19,PH,2014-12-01,53
19,PH,2015-01-01,24
19,PH,2015-02-01,27
19,PH,2015-03-01,53
19,PH,2015-04-01,48
19,PH,2015-05-01,46
19,PH,2015-06-01,39
19,PH,2015-07-01,44
19,PH,2015-08-01,36
19,PH,2015-09-01,38
19,PH,2015-10-01,31
19,PH,2015-11-01,46
19,PH,2015-12-01,54
19,PH,2016-01-01,40
19,PH,2016-02-01,33
19,PH,2016-03-01,61
19,PH,2016-04-01,56
19,PH,2016-05-01,51
19,PH,2016-06-01,62
19,PH,2016-07-01,52
19,PH,2016-08-01,39
19,PH,2016-09-01,88
19,PH,2016-10-01,51
19,PH,2016-11-01,59
19,PH,2016-12-01,69
19,PH,2017-01-01,38
19,PH,2017-02-01,58
19,PH,2017-03-01,63
19,PH,2017-04-01,75
19,PH,2017-05-01,61
19,PH,2017-06-01,68
19,PH,2017-07-01,57
19,PH,2017-08-01,56
19,PH,2017-09-01,70
19,PH,2017-10-01,68
19,PH,2017-11-01,47
19,PH,2017-12-01,51
19,PH,2018-01-01,48
19,PH,2018-02-01,46
19,PH,2018-03-01,59
19,PH,2018-04-01,72
19,PH,2018-05-01,69
19,PH,2018-06-01,70
19,PH,2018-07-01,77
19,PH,2018-08-01,68
19,PH,2018-09-01,87
19,PH,2018-10-01,86
19,PH,2018-11-01,73
19,PH,2018-12-01,70
19,PH,2019-01-01,53
19,PH,2019-02-01,69
19,PH,2019-03-01,133
19,PH,2019-04-01,139
19,PH,2019-05-01,125
19,PH,2019-06-01,118
19,PH,2019-07-01,129
19,PH,2019-08-01,109
19,PH,2019-09-01,118
19,PH,2019-10-01,140
19,PH,2019-11-01,156
