Tourismusregion,date,value
9,2014-03-01,227739
9,2014-04-01,186987
9,2014-05-01,228868
9,2014-06-01,249412
9,2014-07-01,285339
9,2014-08-01,297332
9,2014-09-01,253088
9,2014-10-01,206074
9,2014-11-01,168145
9,2014-12-01,173977
9,2015-01-01,176710
9,2015-02-01,198004
9,2015-03-01,225258
9,2015-04-01,183394
9,2015-05-01,228415
9,2015-06-01,256216
9,2015-07-01,299351
9,2015-08-01,301949
9,2015-09-01,249756
9,2015-10-01,202889
9,2015-11-01,171797
9,2015-12-01,180521
9,2016-01-01,182917
9,2016-02-01,216096
9,2016-03-01,226453
9,2016-04-01,204714
9,2016-05-01,235120
9,2016-06-01,261187
9,2016-07-01,314838
9,2016-08-01,298891
9,2016-09-01,270842
9,2016-10-01,219687
9,2016-11-01,183000
9,2016-12-01,181822
9,2017-01-01,188801
9,2017-02-01,213603
9,2017-03-01,236561
9,2017-04-01,209188
9,2017-05-01,252169
9,2017-06-01,276864
9,2017-07-01,318405
9,2017-08-01,302769
9,2017-09-01,286874
9,2017-10-01,229102
9,2017-11-01,186900
9,2017-12-01,188340
9,2018-01-01,199324
9,2018-02-01,206466
9,2018-03-01,243101
9,2018-04-01,210736
9,2018-05-01,249458
9,2018-06-01,279264
9,2018-07-01,315044
9,2018-08-01,322489
9,2018-09-01,278629
9,2018-10-01,230820
9,2018-11-01,180585
9,2018-12-01,196647
9,2019-01-01,186643
9,2019-02-01,191240
9,2019-03-01,226651
9,2019-04-01,220434
9,2019-05-01,264219
9,2019-06-01,305170
9,2019-07-01,340161
9,2019-08-01,329276
9,2019-09-01,280191
9,2019-10-01,233400
9,2019-11-01,185024
9,2019-12-01,196947
9,2020-01-01,205796
9,2020-02-01,204132
9,2020-03-01,80573
9,2020-04-01,13558
9,2020-05-01,47945
9,2020-06-01,94861
9,2020-07-01,235295
9,2020-08-01,233536
9,2020-09-01,160194
9,2020-10-01,116651
9,2020-11-01,51212
9,2020-12-01,87108
9,2021-01-01,80009
9,2021-02-01,97010
9,2021-03-01,93205
9,2021-04-01,150951
9,2021-05-01,179509
9,2021-06-01,174141
9,2021-07-01,255001
9,2021-08-01,285958
9,2021-09-01,237604
9,2021-10-01,218620
9,2021-11-01,155764
9,2021-12-01,158070
9,2022-01-01,123466
9,2022-02-01,163158
9,2022-03-01,189282
9,2022-04-01,193180
9,2022-05-01,235446
9,2022-06-01,276406
9,2022-07-01,310786
9,2022-08-01,305959
9,2022-09-01,269198
9,2022-10-01,231255
9,2022-11-01,183929
9,2022-12-01,197992
9,2023-01-01,172939
9,2023-02-01,195888
9,2023-03-01,207812
9,2023-04-01,203722
9,2023-05-01,267545
9,2023-06-01,292741
9,2023-07-01,340323
9,2023-08-01,314725
9,2023-09-01,287908
9,2023-10-01,228597
9,2023-11-01,185620
9,2023-12-01,213295
9,2024-01-01,169158
9,2024-02-01,197038
9,2024-03-01,206783
9,2024-04-01,203396
9,2024-05-01,272351
9,2024-06-01,302739
9,2024-07-01,337032
9,2024-08-01,322167
9,2024-09-01,281454
9,2024-10-01,229155
9,2024-11-01,199091
9,2024-12-01,224338
9,2025-01-01,184591
9,2025-02-01,212987
9,2025-03-01,207352
9,2025-04-01,215941
9,2025-05-01,284410
9,2025-06-01,324306
9,2025-07-01,354235
9,2025-08-01,346505
9,2025-09-01,300221
9,2025-10-01,238994
9,2025-11-01,197008
9,2025-12-01,247658
9,2026-01-01,188290
9,2026-02-01,201423
9,2026-03-01,204189
9,2026-04-01,222610
9,2026-05-01,281541
