Offene Stellen,Wirtschaftsabteilung,date,value
1,90-96,2011-01-01,1460
1,90-96,2011-04-01,1745
1,90-96,2011-07-01,1674
1,90-96,2011-10-01,1471
1,90-96,2012-01-01,1554
1,90-96,2012-04-01,1350
1,90-96,2012-07-01,951
1,90-96,2012-10-01,1259
1,90-96,2013-01-01,1421
1,90-96,2013-04-01,1777
1,90-96,2013-07-01,1851
1,90-96,2013-10-01,1467
1,90-96,2014-01-01,1754
1,90-96,2014-04-01,1711
1,90-96,2014-07-01,1689
1,90-96,2014-10-01,1733
1,90-96,2015-01-01,2199
1,90-96,2015-04-01,1471
1,90-96,2015-07-01,1225
1,90-96,2015-10-01,2244
1,90-96,2016-01-01,1418
1,90-96,2016-04-01,1512
1,90-96,2016-07-01,2102
1,90-96,2016-10-01,2075
1,90-96,2017-01-01,1760
1,90-96,2017-04-01,2978
1,90-96,2017-07-01,2215
1,90-96,2017-10-01,2765
1,90-96,2018-01-01,3130
1,90-96,2018-04-01,2347
1,90-96,2018-07-01,2281
1,90-96,2018-10-01,3061
1,90-96,2019-01-01,3035
1,90-96,2019-04-01,2671
1,90-96,2019-07-01,2961
1,90-96,2019-10-01,2438
1,90-96,2020-01-01,2823
1,90-96,2020-04-01,2314
1,90-96,2020-07-01,2507
1,90-96,2020-10-01,1883
1,90-96,2021-01-01,2732
1,90-96,2021-04-01,2675
1,90-96,2021-07-01,4051
1,90-96,2021-10-01,3905
1,90-96,2022-01-01,4034
1,90-96,2022-04-01,4927
1,90-96,2022-07-01,3761
1,90-96,2022-10-01,3999
1,90-96,2023-01-01,3843
1,90-96,2023-04-01,3617
1,90-96,2023-07-01,3964
1,90-96,2023-10-01,4255
1,90-96,2024-01-01,4500
1,90-96,2024-04-01,3495
1,90-96,2024-07-01,3265
1,90-96,2024-10-01,3488
1,90-96,2025-01-01,4127
1,90-96,2025-04-01,3893
1,90-96,2025-07-01,3538
1,90-96,2025-10-01,2763
1,90-96,2026-01-01,4009
2,10-33,1992-04-01,49.7
2,10-33,1992-07-01,52.8
2,10-33,1992-10-01,39.7
2,10-33,1993-01-01,32
2,10-33,1993-04-01,40.7
2,10-33,1993-07-01,37.3
2,10-33,1993-10-01,34.8
2,10-33,1994-01-01,43.6
2,10-33,1994-04-01,56.1
2,10-33,1994-07-01,58.4
2,10-33,1994-10-01,60.3
2,10-33,1995-01-01,68.7
2,10-33,1995-04-01,71.9
2,10-33,1995-07-01,62.4
2,10-33,1995-10-01,53.7
2,10-33,1996-01-01,48.1
2,10-33,1996-04-01,45
2,10-33,1996-07-01,41.2
2,10-33,1996-10-01,37.6
2,10-33,1997-01-01,38.6
2,10-33,1997-04-01,51.1
2,10-33,1997-07-01,46.6
2,10-33,1997-10-01,51
2,10-33,1998-01-01,57.2
2,10-33,1998-04-01,65.7
2,10-33,1998-07-01,64.5
2,10-33,1998-10-01,56.2
2,10-33,1999-01-01,64.6
2,10-33,1999-04-01,72.9
2,10-33,1999-07-01,79.6
2,10-33,1999-10-01,88.7
2,10-33,2000-01-01,109.2
2,10-33,2000-04-01,132.9
2,10-33,2000-07-01,120.5
2,10-33,2000-10-01,114.8
2,10-33,2001-01-01,118.5
2,10-33,2001-04-01,110.9
2,10-33,2001-07-01,90.8
2,10-33,2001-10-01,62.5
2,10-33,2002-01-01,61.9
2,10-33,2002-04-01,57.9
2,10-33,2002-07-01,47.3
2,10-33,2002-10-01,45.6
2,10-33,2003-01-01,40.9
2,10-33,2003-04-01,34.1
2,10-33,2003-07-01,27.1
2,10-33,2003-10-01,30.4
2,10-33,2004-01-01,45.8
2,10-33,2004-04-01,48
2,10-33,2004-07-01,40.1
2,10-33,2004-10-01,37.7
2,10-33,2005-01-01,43.2
2,10-33,2005-04-01,43.6
2,10-33,2005-07-01,47.6
2,10-33,2005-10-01,58.3
2,10-33,2006-01-01,72.6
2,10-33,2006-04-01,77.9
2,10-33,2006-07-01,75.7
2,10-33,2006-10-01,80.2
2,10-33,2007-01-01,96.1
2,10-33,2007-04-01,105.4
2,10-33,2007-07-01,106.8
2,10-33,2007-10-01,99.5
2,10-33,2008-01-01,110.2
2,10-33,2008-04-01,105.2
2,10-33,2008-07-01,101.9
2,10-33,2008-10-01,61.5
2,10-33,2009-01-01,47.1
2,10-33,2009-04-01,42.4
2,10-33,2009-07-01,41.1
2,10-33,2009-10-01,43.8
2,10-33,2010-01-01,53.9
2,10-33,2010-04-01,67.5
2,10-33,2010-07-01,69.3
2,10-33,2010-10-01,75.9
2,10-33,2011-01-01,90.5
2,10-33,2011-04-01,91.2
2,10-33,2011-07-01,72.3
2,10-33,2011-10-01,66.9
2,10-33,2012-01-01,73.8
2,10-33,2012-04-01,71
2,10-33,2012-07-01,67.1
2,10-33,2012-10-01,59.9
2,10-33,2013-01-01,64.9
2,10-33,2013-04-01,67.6
2,10-33,2013-07-01,69.9
2,10-33,2013-10-01,66.7
2,10-33,2014-01-01,76.4
2,10-33,2014-04-01,78.5
2,10-33,2014-07-01,70.1
2,10-33,2014-10-01,67
2,10-33,2015-01-01,57.5
2,10-33,2015-04-01,55
2,10-33,2015-07-01,51.5
2,10-33,2015-10-01,51.5
2,10-33,2016-01-01,53
2,10-33,2016-04-01,55.1
2,10-33,2016-07-01,55
2,10-33,2016-10-01,60.5
2,10-33,2017-01-01,66.3
2,10-33,2017-04-01,69.3
2,10-33,2017-07-01,71.1
2,10-33,2017-10-01,74.3
2,10-33,2018-01-01,85.1
2,10-33,2018-04-01,96.4
2,10-33,2018-07-01,90.8
2,10-33,2018-10-01,95.2
2,10-33,2019-01-01,99.4
2,10-33,2019-04-01,97.9
2,10-33,2019-07-01,88.7
2,10-33,2019-10-01,85.6
2,10-33,2020-01-01,70.7
2,10-33,2020-04-01,58.8
2,10-33,2020-07-01,67.6
2,10-33,2020-10-01,66.8
2,10-33,2021-01-01,80.7
2,10-33,2021-04-01,95.6
2,10-33,2021-07-01,109.3
2,10-33,2021-10-01,114.5
2,10-33,2022-01-01,130.4
2,10-33,2022-04-01,135.9
2,10-33,2022-07-01,135.5
2,10-33,2022-10-01,132.8
2,10-33,2023-01-01,141.1
2,10-33,2023-04-01,150.7
2,10-33,2023-07-01,123.5
2,10-33,2023-10-01,112.3
2,10-33,2024-01-01,106.5
2,10-33,2024-04-01,99.6
2,10-33,2024-07-01,99.4
2,10-33,2024-10-01,87.7
2,10-33,2025-01-01,91
2,10-33,2025-04-01,85.9
2,10-33,2025-07-01,83.3
2,10-33,2025-10-01,74
2,10-33,2026-01-01,86.8
2,24-25,1992-04-01,129.6
2,24-25,1992-07-01,142.4
2,24-25,1992-10-01,106.8
2,24-25,1993-01-01,79
2,24-25,1993-04-01,120.5
2,24-25,1993-07-01,102.6
2,24-25,1993-10-01,89.6
2,24-25,1994-01-01,108.1
2,24-25,1994-04-01,150.4
2,24-25,1994-07-01,175.9
2,24-25,1994-10-01,170.7
2,24-25,1995-01-01,179
2,24-25,1995-04-01,192.7
2,24-25,1995-07-01,148.6
2,24-25,1995-10-01,132.3
2,24-25,1996-01-01,127.9
2,24-25,1996-04-01,95.3
2,24-25,1996-07-01,110
2,24-25,1996-10-01,83.2
2,24-25,1997-01-01,85.5
2,24-25,1997-04-01,158.9
2,24-25,1997-07-01,114.6
2,24-25,1997-10-01,128.3
2,24-25,1998-01-01,136.3
2,24-25,1998-04-01,181
2,24-25,1998-07-01,195.9
2,24-25,1998-10-01,150.8
2,24-25,1999-01-01,186.3
2,24-25,1999-04-01,185.1
2,24-25,1999-07-01,207.3
2,24-25,1999-10-01,261.1
2,24-25,2000-01-01,319.4
2,24-25,2000-04-01,383.7
2,24-25,2000-07-01,316.6
2,24-25,2000-10-01,314.5
2,24-25,2001-01-01,339.2
2,24-25,2001-04-01,330.7
2,24-25,2001-07-01,273.2
2,24-25,2001-10-01,168.4
2,24-25,2002-01-01,160.5
2,24-25,2002-04-01,151.1
2,24-25,2002-07-01,124.6
2,24-25,2002-10-01,131.9
2,24-25,2003-01-01,109.4
2,24-25,2003-04-01,100.3
2,24-25,2003-07-01,77.5
2,24-25,2003-10-01,85.9
2,24-25,2004-01-01,107.4
2,24-25,2004-04-01,129.6
2,24-25,2004-07-01,99.7
2,24-25,2004-10-01,88.7
2,24-25,2005-01-01,89.2
2,24-25,2005-04-01,90.3
2,24-25,2005-07-01,97.5
2,24-25,2005-10-01,130.4
2,24-25,2006-01-01,181.2
2,24-25,2006-04-01,181.2
2,24-25,2006-07-01,184.2
2,24-25,2006-10-01,213.2
2,24-25,2007-01-01,214.5
2,24-25,2007-04-01,259.9
2,24-25,2007-07-01,275
2,24-25,2007-10-01,249.3
2,24-25,2008-01-01,259.3
2,24-25,2008-04-01,230
2,24-25,2008-07-01,226.1
2,24-25,2008-10-01,110
2,24-25,2009-01-01,56.4
2,24-25,2009-04-01,64.3
2,24-25,2009-07-01,73
2,24-25,2009-10-01,60
2,24-25,2010-01-01,77.8
2,24-25,2010-04-01,113.2
2,24-25,2010-07-01,129.3
2,24-25,2010-10-01,136
2,24-25,2011-01-01,161.2
2,24-25,2011-04-01,157.7
2,24-25,2011-07-01,117.9
2,24-25,2011-10-01,91
2,24-25,2012-01-01,122.5
2,24-25,2012-04-01,119.5
2,24-25,2012-07-01,101.4
2,24-25,2012-10-01,103.6
2,24-25,2013-01-01,119.5
2,24-25,2013-04-01,123.2
2,24-25,2013-07-01,111.6
2,24-25,2013-10-01,103.6
2,24-25,2014-01-01,139.9
2,24-25,2014-04-01,132.7
2,24-25,2014-07-01,120.8
2,24-25,2014-10-01,135.5
2,24-25,2015-01-01,81.3
2,24-25,2015-04-01,87.2
2,24-25,2015-07-01,49.8
2,24-25,2015-10-01,80.2
2,24-25,2016-01-01,52.6
2,24-25,2016-04-01,57
2,24-25,2016-07-01,59.1
2,24-25,2016-10-01,64.7
2,24-25,2017-01-01,83.8
2,24-25,2017-04-01,88.2
2,24-25,2017-07-01,91.7
2,24-25,2017-10-01,84.3
2,24-25,2018-01-01,92.6
2,24-25,2018-04-01,94.7
2,24-25,2018-07-01,92.3
2,24-25,2018-10-01,113.9
2,24-25,2019-01-01,97
2,24-25,2019-04-01,115.4
2,24-25,2019-07-01,94.9
2,24-25,2019-10-01,87
2,24-25,2020-01-01,53.5
2,24-25,2020-04-01,51.3
2,24-25,2020-07-01,61.2
2,24-25,2020-10-01,70.2
2,24-25,2021-01-01,73
2,24-25,2021-04-01,102.6
2,24-25,2021-07-01,108.3
2,24-25,2021-10-01,116
2,24-25,2022-01-01,140.9
2,24-25,2022-04-01,147.4
2,24-25,2022-07-01,157.3
2,24-25,2022-10-01,160.3
2,24-25,2023-01-01,145.7
2,24-25,2023-04-01,149.4
2,24-25,2023-07-01,171
2,24-25,2023-10-01,116.2
2,24-25,2024-01-01,118.6
2,24-25,2024-04-01,118.9
2,24-25,2024-07-01,107
2,24-25,2024-10-01,89.1
2,24-25,2025-01-01,100.5
2,24-25,2025-04-01,99.8
2,24-25,2025-07-01,99.3
2,24-25,2025-10-01,91.9
2,24-25,2026-01-01,118.1
2,26,1992-04-01,30.3
2,26,1992-07-01,31
2,26,1992-10-01,28.2
2,26,1993-01-01,17.5
2,26,1993-04-01,23.1
2,26,1993-07-01,20.2
2,26,1993-10-01,20.6
2,26,1994-01-01,30
2,26,1994-04-01,34.5
2,26,1994-07-01,32.7
2,26,1994-10-01,38
2,26,1995-01-01,46.4
2,26,1995-04-01,50.8
2,26,1995-07-01,52.3
2,26,1995-10-01,35.4
2,26,1996-01-01,30.2
2,26,1996-04-01,30.7
2,26,1996-07-01,26
2,26,1996-10-01,30
2,26,1997-01-01,31.3
2,26,1997-04-01,33.5
2,26,1997-07-01,33.8
2,26,1997-10-01,37.3
2,26,1998-01-01,42.9
2,26,1998-04-01,46
2,26,1998-07-01,41.4
2,26,1998-10-01,39.8
2,26,1999-01-01,44.2
2,26,1999-04-01,53
2,26,1999-07-01,63.4
2,26,1999-10-01,69.9
2,26,2000-01-01,78.9
2,26,2000-04-01,100.4
2,26,2000-07-01,102
2,26,2000-10-01,88.5
2,26,2001-01-01,82
2,26,2001-04-01,63.8
2,26,2001-07-01,50.2
2,26,2001-10-01,41.6
2,26,2002-01-01,41.7
2,26,2002-04-01,39.6
2,26,2002-07-01,28
2,26,2002-10-01,24.2
2,26,2003-01-01,21.3
2,26,2003-04-01,21.2
2,26,2003-07-01,19
2,26,2003-10-01,21.3
2,26,2004-01-01,31.8
2,26,2004-04-01,37.1
2,26,2004-07-01,31.3
2,26,2004-10-01,31.8
2,26,2005-01-01,32.8
2,26,2005-04-01,34.8
2,26,2005-07-01,40.7
2,26,2005-10-01,54.6
2,26,2006-01-01,65.4
2,26,2006-04-01,63.8
2,26,2006-07-01,61.9
2,26,2006-10-01,66
2,26,2007-01-01,77.7
2,26,2007-04-01,89.3
2,26,2007-07-01,91.4
2,26,2007-10-01,94
2,26,2008-01-01,99.3
2,26,2008-04-01,102.2
2,26,2008-07-01,93.4
2,26,2008-10-01,55
2,26,2009-01-01,35.5
2,26,2009-04-01,34.1
2,26,2009-07-01,30.6
2,26,2009-10-01,41.7
2,26,2010-01-01,53.9
2,26,2010-04-01,73.2
2,26,2010-07-01,75.6
2,26,2010-10-01,89.5
2,26,2011-01-01,109.6
2,26,2011-04-01,110.4
2,26,2011-07-01,91.6
2,26,2011-10-01,95.6
2,26,2012-01-01,91.7
2,26,2012-04-01,87
2,26,2012-07-01,74.4
2,26,2012-10-01,67.4
2,26,2013-01-01,71.2
2,26,2013-04-01,75.3
2,26,2013-07-01,79
2,26,2013-10-01,71.1
2,26,2014-01-01,75
2,26,2014-04-01,82.3
2,26,2014-07-01,69.6
2,26,2014-10-01,69.8
2,26,2015-01-01,62.9
2,26,2015-04-01,56.3
2,26,2015-07-01,50.4
2,26,2015-10-01,48.5
2,26,2016-01-01,61.3
2,26,2016-04-01,55.6
2,26,2016-07-01,48.8
2,26,2016-10-01,49
2,26,2017-01-01,65
2,26,2017-04-01,69.6
2,26,2017-07-01,72.7
2,26,2017-10-01,90.6
2,26,2018-01-01,112.3
2,26,2018-04-01,116.8
2,26,2018-07-01,101.1
2,26,2018-10-01,102.7
2,26,2019-01-01,108.1
2,26,2019-04-01,102.2
2,26,2019-07-01,86
2,26,2019-10-01,81.1
2,26,2020-01-01,66.3
2,26,2020-04-01,64.1
2,26,2020-07-01,93.2
2,26,2020-10-01,59.7
2,26,2021-01-01,81.4
2,26,2021-04-01,97.4
2,26,2021-07-01,108.1
2,26,2021-10-01,113.1
2,26,2022-01-01,142.5
2,26,2022-04-01,146
2,26,2022-07-01,141.1
2,26,2022-10-01,140.9
2,26,2023-01-01,190.5
2,26,2023-04-01,170.7
2,26,2023-07-01,128.1
2,26,2023-10-01,129.9
2,26,2024-01-01,98.4
2,26,2024-04-01,82.6
2,26,2024-07-01,87.1
2,26,2024-10-01,76.2
2,26,2025-01-01,80.1
2,26,2025-04-01,72.7
2,26,2025-07-01,69.5
2,26,2025-10-01,64.3
2,26,2026-01-01,69.4
2,28,1992-04-01,38.8
2,28,1992-07-01,51.9
2,28,1992-10-01,34.3
2,28,1993-01-01,27.7
2,28,1993-04-01,28.6
2,28,1993-07-01,33.9
2,28,1993-10-01,28.6
2,28,1994-01-01,42.7
2,28,1994-04-01,42.6
2,28,1994-07-01,52.7
2,28,1994-10-01,61.8
2,28,1995-01-01,79
2,28,1995-04-01,79.4
2,28,1995-07-01,75.2
2,28,1995-10-01,58.5
2,28,1996-01-01,56.1
2,28,1996-04-01,42.2
2,28,1996-07-01,43.3
2,28,1996-10-01,39.3
2,28,1997-01-01,44.7
2,28,1997-04-01,45.8
2,28,1997-07-01,49.2
2,28,1997-10-01,54
2,28,1998-01-01,71.3
2,28,1998-04-01,80.8
2,28,1998-07-01,64.1
2,28,1998-10-01,59
2,28,1999-01-01,65.5
2,28,1999-04-01,84.8
2,28,1999-07-01,85
2,28,1999-10-01,97.8
2,28,2000-01-01,117
2,28,2000-04-01,142.3
2,28,2000-07-01,134.6
2,28,2000-10-01,127.3
2,28,2001-01-01,144.8
2,28,2001-04-01,130.8
2,28,2001-07-01,102.9
2,28,2001-10-01,57.5
2,28,2002-01-01,60.3
2,28,2002-04-01,56.8
2,28,2002-07-01,45.2
2,28,2002-10-01,44.2
2,28,2003-01-01,37.6
2,28,2003-04-01,28.1
2,28,2003-07-01,17.9
2,28,2003-10-01,23
2,28,2004-01-01,37.6
2,28,2004-04-01,37.8
2,28,2004-07-01,35.7
2,28,2004-10-01,36.4
2,28,2005-01-01,39.1
2,28,2005-04-01,43.5
2,28,2005-07-01,43.3
2,28,2005-10-01,44
2,28,2006-01-01,58.3
2,28,2006-04-01,66.6
2,28,2006-07-01,71.9
2,28,2006-10-01,77.7
2,28,2007-01-01,96.9
2,28,2007-04-01,114.6
2,28,2007-07-01,110.7
2,28,2007-10-01,116.3
2,28,2008-01-01,129.3
2,28,2008-04-01,113.6
2,28,2008-07-01,105.5
2,28,2008-10-01,58.5
2,28,2009-01-01,39.8
2,28,2009-04-01,35.6
2,28,2009-07-01,35.2
2,28,2009-10-01,35.7
2,28,2010-01-01,51.1
2,28,2010-04-01,61.3
2,28,2010-07-01,66.8
2,28,2010-10-01,75.9
2,28,2011-01-01,92
2,28,2011-04-01,89.1
2,28,2011-07-01,66.4
2,28,2011-10-01,60.5
2,28,2012-01-01,69.6
2,28,2012-04-01,65.7
2,28,2012-07-01,68.4
2,28,2012-10-01,51.4
2,28,2013-01-01,57.8
2,28,2013-04-01,60.2
2,28,2013-07-01,53.2
2,28,2013-10-01,55.1
2,28,2014-01-01,66.8
2,28,2014-04-01,64.5
2,28,2014-07-01,58.1
2,28,2014-10-01,59.4
2,28,2015-01-01,49.3
2,28,2015-04-01,48.5
2,28,2015-07-01,51
2,28,2015-10-01,52
2,28,2016-01-01,60.4
2,28,2016-04-01,64.7
2,28,2016-07-01,68.7
2,28,2016-10-01,67.1
2,28,2017-01-01,61.1
2,28,2017-04-01,81.1
2,28,2017-07-01,85.4
2,28,2017-10-01,86.8
2,28,2018-01-01,94.4
2,28,2018-04-01,108.9
2,28,2018-07-01,110.2
2,28,2018-10-01,105.6
2,28,2019-01-01,109
2,28,2019-04-01,95.8
2,28,2019-07-01,80.4
2,28,2019-10-01,87.5
2,28,2020-01-01,72.2
2,28,2020-04-01,52.9
2,28,2020-07-01,53.8
2,28,2020-10-01,62
2,28,2021-01-01,80.3
2,28,2021-04-01,99.1
2,28,2021-07-01,106.6
2,28,2021-10-01,114.1
2,28,2022-01-01,140
2,28,2022-04-01,141.3
2,28,2022-07-01,143.8
2,28,2022-10-01,138.2
2,28,2023-01-01,155.6
2,28,2023-04-01,160.7
2,28,2023-07-01,150
2,28,2023-10-01,128.8
2,28,2024-01-01,136.7
2,28,2024-04-01,105.5
2,28,2024-07-01,99.3
2,28,2024-10-01,99.9
2,28,2025-01-01,95.2
2,28,2025-04-01,91.7
2,28,2025-07-01,94.8
2,28,2025-10-01,73.3
2,28,2026-01-01,98.3
2,41-43,1992-04-01,114.7
2,41-43,1992-07-01,120.5
2,41-43,1992-10-01,73.4
2,41-43,1993-01-01,85.4
2,41-43,1993-04-01,98.2
2,41-43,1993-07-01,80.8
2,41-43,1993-10-01,83.4
2,41-43,1994-01-01,92.2
2,41-43,1994-04-01,141.3
2,41-43,1994-07-01,146.2
2,41-43,1994-10-01,111
2,41-43,1995-01-01,115.5
2,41-43,1995-04-01,96.4
2,41-43,1995-07-01,102.8
2,41-43,1995-10-01,67.2
2,41-43,1996-01-01,63
2,41-43,1996-04-01,57.7
2,41-43,1996-07-01,58
2,41-43,1996-10-01,41.8
2,41-43,1997-01-01,44.2
2,41-43,1997-04-01,37.7
2,41-43,1997-07-01,49.6
2,41-43,1997-10-01,31.9
2,41-43,1998-01-01,52.6
2,41-43,1998-04-01,66.3
2,41-43,1998-07-01,69.9
2,41-43,1998-10-01,63.5
2,41-43,1999-01-01,94.7
2,41-43,1999-04-01,122.9
2,41-43,1999-07-01,133.2
2,41-43,1999-10-01,124.1
2,41-43,2000-01-01,178
2,41-43,2000-04-01,214.3
2,41-43,2000-07-01,228.9
2,41-43,2000-10-01,210.1
2,41-43,2001-01-01,193.6
2,41-43,2001-04-01,216.2
2,41-43,2001-07-01,159.3
2,41-43,2001-10-01,139.9
2,41-43,2002-01-01,140.8
2,41-43,2002-04-01,123.9
2,41-43,2002-07-01,72.6
2,41-43,2002-10-01,71.2
2,41-43,2003-01-01,73
2,41-43,2003-04-01,83.4
2,41-43,2003-07-01,62.6
2,41-43,2003-10-01,57.8
2,41-43,2004-01-01,64.8
2,41-43,2004-04-01,73.7
2,41-43,2004-07-01,48.2
2,41-43,2004-10-01,52
2,41-43,2005-01-01,64.6
2,41-43,2005-04-01,55.4
2,41-43,2005-07-01,48.1
2,41-43,2005-10-01,60.2
2,41-43,2006-01-01,77.5
2,41-43,2006-04-01,87.4
2,41-43,2006-07-01,73.1
2,41-43,2006-10-01,68.4
2,41-43,2007-01-01,98.6
2,41-43,2007-04-01,98
2,41-43,2007-07-01,85.6
2,41-43,2007-10-01,84
2,41-43,2008-01-01,92.2
2,41-43,2008-04-01,108.4
2,41-43,2008-07-01,101.9
2,41-43,2008-10-01,68
2,41-43,2009-01-01,62.4
2,41-43,2009-04-01,65.3
2,41-43,2009-07-01,59.9
2,41-43,2009-10-01,63.3
2,41-43,2010-01-01,73.9
2,41-43,2010-04-01,81.9
2,41-43,2010-07-01,70.6
2,41-43,2010-10-01,72.9
2,41-43,2011-01-01,81.7
2,41-43,2011-04-01,80.6
2,41-43,2011-07-01,70.6
2,41-43,2011-10-01,64.6
2,41-43,2012-01-01,87.5
2,41-43,2012-04-01,72.2
2,41-43,2012-07-01,70.1
2,41-43,2012-10-01,60.1
2,41-43,2013-01-01,77.5
2,41-43,2013-04-01,61.9
2,41-43,2013-07-01,64.5
2,41-43,2013-10-01,59.7
2,41-43,2014-01-01,73.2
2,41-43,2014-04-01,58.7
2,41-43,2014-07-01,49.6
2,41-43,2014-10-01,52.4
2,41-43,2015-01-01,69
2,41-43,2015-04-01,51.9
2,41-43,2015-07-01,35.2
2,41-43,2015-10-01,38.6
2,41-43,2016-01-01,40.6
2,41-43,2016-04-01,43.1
2,41-43,2016-07-01,37.6
2,41-43,2016-10-01,32.7
2,41-43,2017-01-01,51.7
2,41-43,2017-04-01,46.7
2,41-43,2017-07-01,46.5
2,41-43,2017-10-01,52.6
2,41-43,2018-01-01,76.8
2,41-43,2018-04-01,79.8
2,41-43,2018-07-01,76.2
2,41-43,2018-10-01,88.6
2,41-43,2019-01-01,77.9
2,41-43,2019-04-01,92.8
2,41-43,2019-07-01,79.7
2,41-43,2019-10-01,69.9
2,41-43,2020-01-01,67.8
2,41-43,2020-04-01,71.1
2,41-43,2020-07-01,91.4
2,41-43,2020-10-01,65.4
2,41-43,2021-01-01,94.4
2,41-43,2021-04-01,98.4
2,41-43,2021-07-01,110
2,41-43,2021-10-01,97.2
2,41-43,2022-01-01,123.1
2,41-43,2022-04-01,137.6
2,41-43,2022-07-01,126.3
2,41-43,2022-10-01,115.8
2,41-43,2023-01-01,138.4
2,41-43,2023-04-01,125.3
2,41-43,2023-07-01,118.2
2,41-43,2023-10-01,127.2
2,41-43,2024-01-01,125.4
2,41-43,2024-04-01,109
2,41-43,2024-07-01,116.5
2,41-43,2024-10-01,108.6
2,41-43,2025-01-01,96.5
2,41-43,2025-04-01,93.2
2,41-43,2025-07-01,108.5
2,41-43,2025-10-01,117.1
2,41-43,2026-01-01,132.6
2,45-47,1992-04-01,68
2,45-47,1992-07-01,62.5
2,45-47,1992-10-01,54.8
2,45-47,1993-01-01,44
2,45-47,1993-04-01,54.5
2,45-47,1993-07-01,58.6
2,45-47,1993-10-01,49.9
2,45-47,1994-01-01,71.5
2,45-47,1994-04-01,82.8
2,45-47,1994-07-01,73.4
2,45-47,1994-10-01,59.6
2,45-47,1995-01-01,94.2
2,45-47,1995-04-01,63.3
2,45-47,1995-07-01,70.7
2,45-47,1995-10-01,63.5
2,45-47,1996-01-01,100.5
2,45-47,1996-04-01,64
2,45-47,1996-07-01,71.1
2,45-47,1996-10-01,55
2,45-47,1997-01-01,76
2,45-47,1997-04-01,99.4
2,45-47,1997-07-01,80.5
2,45-47,1997-10-01,73.6
2,45-47,1998-01-01,99.7
2,45-47,1998-04-01,103.7
2,45-47,1998-07-01,94.1
2,45-47,1998-10-01,112
2,45-47,1999-01-01,122.8
2,45-47,1999-04-01,163.6
2,45-47,1999-07-01,139.3
2,45-47,1999-10-01,128
2,45-47,2000-01-01,185.8
2,45-47,2000-04-01,207.9
2,45-47,2000-07-01,156.5
2,45-47,2000-10-01,174.5
2,45-47,2001-01-01,157.5
2,45-47,2001-04-01,191.3
2,45-47,2001-07-01,152.7
2,45-47,2001-10-01,133.6
2,45-47,2002-01-01,100.9
2,45-47,2002-04-01,97.7
2,45-47,2002-07-01,119.8
2,45-47,2002-10-01,72.7
2,45-47,2003-01-01,58.5
2,45-47,2003-04-01,72.7
2,45-47,2003-07-01,58
2,45-47,2003-10-01,58.6
2,45-47,2004-01-01,84.6
2,45-47,2004-04-01,72.2
2,45-47,2004-07-01,53.4
2,45-47,2004-10-01,50.9
2,45-47,2005-01-01,61.1
2,45-47,2005-04-01,56.5
2,45-47,2005-07-01,60.4
2,45-47,2005-10-01,60.6
2,45-47,2006-01-01,76.7
2,45-47,2006-04-01,69.1
2,45-47,2006-07-01,73.3
2,45-47,2006-10-01,84.2
2,45-47,2007-01-01,93.7
2,45-47,2007-04-01,108.1
2,45-47,2007-07-01,119.6
2,45-47,2007-10-01,128.8
2,45-47,2008-01-01,137.5
2,45-47,2008-04-01,139.3
2,45-47,2008-07-01,137
2,45-47,2008-10-01,85.9
2,45-47,2009-01-01,71.9
2,45-47,2009-04-01,77.8
2,45-47,2009-07-01,77.2
2,45-47,2009-10-01,79.6
2,45-47,2010-01-01,86.2
2,45-47,2010-04-01,95.5
2,45-47,2010-07-01,104.3
2,45-47,2010-10-01,85.9
2,45-47,2011-01-01,105.4
2,45-47,2011-04-01,109.5
2,45-47,2011-07-01,100.6
2,45-47,2011-10-01,86.2
2,45-47,2012-01-01,86.1
2,45-47,2012-04-01,85.8
2,45-47,2012-07-01,92.7
2,45-47,2012-10-01,93.5
2,45-47,2013-01-01,86.4
2,45-47,2013-04-01,87.8
2,45-47,2013-07-01,75.2
2,45-47,2013-10-01,86.8
2,45-47,2014-01-01,86.8
2,45-47,2014-04-01,100.6
2,45-47,2014-07-01,96
2,45-47,2014-10-01,90.3
2,45-47,2015-01-01,89.5
2,45-47,2015-04-01,82.9
2,45-47,2015-07-01,78
2,45-47,2015-10-01,68.4
2,45-47,2016-01-01,70
2,45-47,2016-04-01,77.6
2,45-47,2016-07-01,85.5
2,45-47,2016-10-01,77.2
2,45-47,2017-01-01,82.7
2,45-47,2017-04-01,92
2,45-47,2017-07-01,72.3
2,45-47,2017-10-01,77.1
2,45-47,2018-01-01,80.4
2,45-47,2018-04-01,99.4
2,45-47,2018-07-01,94.6
2,45-47,2018-10-01,90.8
2,45-47,2019-01-01,90.1
2,45-47,2019-04-01,101.4
2,45-47,2019-07-01,103.2
2,45-47,2019-10-01,96.5
2,45-47,2020-01-01,71.9
2,45-47,2020-04-01,63
2,45-47,2020-07-01,78.7
2,45-47,2020-10-01,77.3
2,45-47,2021-01-01,73.9
2,45-47,2021-04-01,104.1
2,45-47,2021-07-01,105.5
2,45-47,2021-10-01,116.6
2,45-47,2022-01-01,135.4
2,45-47,2022-04-01,156.6
2,45-47,2022-07-01,162
2,45-47,2022-10-01,178.2
2,45-47,2023-01-01,146
2,45-47,2023-04-01,153.8
2,45-47,2023-07-01,153.4
2,45-47,2023-10-01,140.6
