D0,D1,D2,date,value
FH,L1015J,AK,2018-06-01,96
FH,L1015J,AK,2018-07-01,72
FH,L1015J,AK,2018-08-01,50
FH,L1015J,AK,2018-09-01,75
FH,L1015J,AK,2018-10-01,85
FH,L1015J,AK,2018-11-01,81
FH,L1015J,AK,2018-12-01,154
FH,L1015J,AK,2019-01-01,140
FH,L1015J,AK,2019-02-01,120
FH,L1015J,AK,2019-03-01,161
FH,L1015J,AK,2019-04-01,149
FH,L1015J,AK,2019-05-01,151
FH,L1015J,AK,2019-06-01,193
FH,L1015J,AK,2019-07-01,210
FH,L1015J,AK,2019-08-01,129
FH,L1015J,AK,2019-09-01,230
FH,L1015J,AK,2019-10-01,218
FH,L1015J,AK,2019-11-01,178
FH,L1015J,AK,2019-12-01,337
FH,L1015J,AK,2020-01-01,257
FH,L1015J,AK,2020-02-01,198
FH,L1015J,AK,2020-03-01,263
FH,L1015J,AK,2020-04-01,237
FH,L1015J,AK,2020-05-01,178
FH,L1015J,AK,2020-06-01,255
FH,L1015J,AK,2020-07-01,240
FH,L1015J,AK,2020-08-01,165
FH,L1015J,AK,2020-09-01,250
FH,L1015J,AK,2020-10-01,231
FH,L1015J,AK,2020-11-01,179
FH,L1015J,AK,2020-12-01,291
FH,L1015J,AK,2021-01-01,230
FH,L1015J,AK,2021-02-01,150
FH,L1015J,AK,2021-03-01,242
FH,L1015J,AK,2021-04-01,202
FH,L1015J,AK,2021-05-01,118
FH,L1015J,AK,2021-06-01,150
FH,L1015J,AK,2021-07-01,165
FH,L1015J,AK,2021-08-01,115
FH,L1015J,AK,2021-09-01,153
FH,L1015J,AK,2021-10-01,129
FH,L1015J,AK,2021-11-01,135
FH,L1015J,AK,2021-12-01,247
FH,L1015J,AK,2022-01-01,160
FH,L1015J,AK,2022-02-01,107
FH,L1015J,AK,2022-03-01,151
FH,L1015J,AK,2022-04-01,133
FH,L1015J,AK,2022-05-01,101
FH,L1015J,AK,2022-06-01,95
FH,L1015J,AK,2022-07-01,68
FH,L1015J,AK,2022-08-01,64
FH,L1015J,AK,2022-09-01,64
FH,L1015J,AK,2022-10-01,50
FH,L1015J,AK,2022-11-01,59
FH,L1015J,AK,2022-12-01,80
FH,L1015J,AK,2023-01-01,77
FH,L1015J,AK,2023-02-01,53
FH,L1015J,AK,2023-03-01,78
FH,L1015J,AK,2023-04-01,84
FH,L1015J,AK,2023-05-01,57
FH,L1015J,AK,2023-06-01,56
FH,L1015J,AK,2023-07-01,59
FH,L1015J,AK,2023-08-01,45
FH,L1015J,AK,2023-09-01,73
FH,L1015J,AK,2023-10-01,57
FH,L1015J,AK,2023-11-01,51
FH,L1015J,AK,2023-12-01,141
FH,L1015J,AK,2024-01-01,87
FH,L1015J,AK,2024-02-01,56
FH,L1015J,AK,2024-03-01,67
FH,L1015J,AK,2024-04-01,44
FH,L1015J,AK,2024-05-01,56
FH,L1015J,AK,2024-06-01,38
FH,L1015J,AK,2024-07-01,81
FH,L1015J,AK,2024-08-01,66
FH,L1015J,AK,2024-09-01,94
FH,L1015J,AK,2024-10-01,164
FH,L1015J,AK,2024-11-01,131
FH,L1015J,AK,2024-12-01,212
FH,L1015J,AK,2025-01-01,144
FH,L1015J,AK,2025-02-01,99
FH,L1015J,AK,2025-03-01,87
FH,L1015J,AK,2025-04-01,50
FH,L1015J,AK,2025-05-01,68
FH,L1015J,AK,2025-06-01,66
FH,L1015J,AK,2025-07-01,43
FH,L1015J,AK,2025-08-01,38
FH,L1015J,AK,2025-09-01,56
FH,L1015J,AK,2025-10-01,47
FH,L1015J,AK,2025-11-01,44
FH,L1015J,AK,2025-12-01,84
FH,L1015J,AK,2026-01-01,33
FH,L1015J,AK,2026-02-01,35
FH,L1015J,AK,2026-03-01,72
