D0,D1,D2,date,value
A,B,T,1986-07-01,223650.32602414794
A,B,T,1986-10-01,231465.4
A,B,T,1987-01-01,234074.24757491768
A,B,T,1987-04-01,239047.86787944115
A,B,T,1987-07-01,248189.4370665918
A,B,T,1987-10-01,247974.4
A,B,T,1988-01-01,252619.16576023056
A,B,T,1988-04-01,259556.7384626373
A,B,T,1988-07-01,270785.30950604635
A,B,T,1988-10-01,270164.7
A,B,T,1989-01-01,277504.95775460324
A,B,T,1989-04-01,287109.0234688724
A,B,T,1989-07-01,287381.7211173271
A,B,T,1989-10-01,290767.4
A,B,T,1990-01-01,293137.3544301586
A,B,T,1990-04-01,294252.1136114092
A,B,T,1990-07-01,293021.85695875064
A,B,T,1990-10-01,294137.1
A,B,T,1991-01-01,296518.5778968622
A,B,T,1991-04-01,302986.9741646006
A,B,T,1991-07-01,303843.0488114083
A,B,T,1991-10-01,297398.4
A,B,T,1992-01-01,306630.7858350997
A,B,T,1992-04-01,313400.41189488675
A,B,T,1992-07-01,302022.1637096506
A,B,T,1992-10-01,307670.7
A,B,T,1993-01-01,318214.9384929027
A,B,T,1993-04-01,311570.39694032766
A,B,T,1993-07-01,309626.29841633403
A,B,T,1993-10-01,311376.9
A,B,T,1994-01-01,315480.70936976385
A,B,T,1994-04-01,322643.79651444725
A,B,T,1994-07-01,323593.5695928461
A,B,T,1994-10-01,328995.9
A,B,T,1995-01-01,324847.0262048642
A,B,T,1995-04-01,312951.8042593245
A,B,T,1995-07-01,314496.6626227494
A,B,T,1995-10-01,314749.2
A,B,T,1996-01-01,335261.850195601
A,B,T,1996-04-01,365362.191640609
A,B,T,1996-07-01,390978.0081999764
A,B,T,1996-10-01,434343.5
A,B,T,1997-01-01,483977.2164134693
A,B,T,1997-04-01,504442.75935751194
A,B,T,1997-07-01,528261.9158046242
A,B,T,1997-10-01,536557.9
A,B,T,1998-01-01,563968.5662409718
A,B,T,1998-04-01,585762.484485583
A,B,T,1998-07-01,598264.6425829341
A,B,T,1998-10-01,598233.6
A,B,T,1999-01-01,568208.8873906244
A,B,T,1999-04-01,623467.383465289
A,B,T,1999-07-01,640007.1654679903
A,B,T,1999-10-01,693536.12006725
A,B,T,2000-01-01,813802.9610305573
A,B,T,2000-04-01,736574.7593419059
A,B,T,2000-07-01,819279.8220466297
A,B,T,2000-10-01,858634.279401414
A,B,T,2001-01-01,913225.5236579431
A,B,T,2001-04-01,898166.5067028371
A,B,T,2001-07-01,781838.6939815785
A,B,T,2001-10-01,830244.04761528
A,B,T,2002-01-01,881636.8070971715
A,B,T,2002-04-01,840659.3476082115
A,B,T,2002-07-01,812870.3412652698
A,B,T,2002-10-01,830532.894118911
A,B,T,2003-01-01,826263.654193088
A,B,T,2003-04-01,857098.5226372322
A,B,T,2003-07-01,825381.1118533323
A,B,T,2003-10-01,804776.381892283
A,B,T,2004-01-01,880163.8787160397
A,B,T,2004-04-01,889733.3920689994
A,B,T,2004-07-01,838713.1575076618
A,B,T,2004-10-01,834263.5
A,B,T,2005-01-01,863461.3895851535
A,B,T,2005-04-01,994997.5985727719
A,B,T,2005-07-01,1050430.1239534852
A,B,T,2005-10-01,1006618.3
A,B,T,2006-01-01,1103520.3804399765
A,B,T,2006-04-01,1087259.6622187244
A,B,T,2006-07-01,1113145.0135878988
A,B,T,2006-10-01,1066896.2
A,B,T,2007-01-01,1329796.9268252617
A,B,T,2007-04-01,1309148.6321573746
A,B,T,2007-07-01,1287195.1797727887
A,B,T,2007-10-01,1388996.6
A,B,T,2008-01-01,1273750.8114581378
A,B,T,2008-04-01,1103662.2057322813
A,B,T,2008-07-01,1146028.1696353622
A,B,T,2008-10-01,985032.764
A,B,T,2009-01-01,963789.2732715254
A,B,T,2009-04-01,959475.4598961183
A,B,T,2009-07-01,893969.9258119295
A,B,T,2009-10-01,836959.372
A,B,T,2010-01-01,825287.9815252391
A,B,T,2010-04-01,786466.6287723572
A,B,T,2010-07-01,758620.1461771962
A,B,T,2010-10-01,745884.4199999999
A,B,T,2011-01-01,705545.65757688
A,B,T,2011-04-01,684376.8537804544
A,B,T,2011-07-01,736216.2395313067
A,B,T,2011-10-01,745556.154
A,B,T,2012-01-01,736292.7599439613
A,B,T,2012-04-01,731513.9744229527
A,B,T,2012-07-01,744555.2028737592
A,B,T,2012-10-01,720126.24
A,B,T,2013-01-01,750477.0982306428
A,B,T,2013-04-01,759009.9176627946
A,B,T,2013-07-01,801568.3873771864
A,B,T,2013-10-01,806794.861
A,B,T,2014-01-01,782547.9352019345
A,B,T,2014-04-01,766608.4981006213
A,B,T,2014-07-01,809324.9940809668
A,B,T,2014-10-01,806715.5700412903
